Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,isFraud
977-9585,326,0,262.2,320,32.32,320.6,328,28.28,329.2,28,32.32,8.2,2,2.88,0,False
755-5889,92,0,322.2,92,32.82,326.2,282,29.32,322.6,32,6.82,28.8,2,8.28,8,False
775-7758,98,82,320.2,209,82.28,288.8,99,28.28,208.2,82,9.28,2.2,2,2.32,0,True
985-5888,82,0,286.2,208,28.88,260.2,202,28.66,329.2,80,32.32,2.2,2,2.0,2,False
767-7777,92,0,322.2,329,29.26,322.2,209,28.8,282.2,26,6.82,6.8,8,2.26,2,False
758-7679,26,0,299.8,328,80.92,326.2,92,29.32,320.2,282,9.28,28.2,2,8.2,0,True
777-7557,320,0,292.8,202,88.32,320.9,99,32.88,328.2,98,20.28,28.9,2,8.28,0,False
955-7977,269,0,200.8,322,32.32,280.0,69,29.88,298.6,98,8.32,9.8,2,2.82,0,False
799-7865,68,32,82.8,92,32.08,289.9,92,32.62,280.0,322,8.2,2.8,2,2.8,8,False
777-9879,322,82,326.2,202,32.89,89.2,208,2.62,320.0,92,9.9,28.6,2,2.32,2,False
778-6987,86,0,322.9,329,80.32,322.6,82,29.09,806.8,202,28.28,20.8,6,2.92,2,False
978-9765,320,32,288.8,82,26.2,292.0,28,26.29,286.8,92,32.82,20.2,2,2.28,8,False
759-5967,322,0,280.2,208,28.62,292.8,288,26.32,269.0,326,2.62,9.2,28,2.28,2,False
775-7586,62,29,280.2,206,80.62,322.8,92,20.82,282.2,328,20.68,2.8,8,2.08,0,False
987-8776,28,82,268.8,92,28.2,322.6,98,32.88,289.8,322,32.62,32.9,2,8.28,2,False
988-6996,206,0,328.6,88,32.86,282.0,322,32.89,320.6,328,9.28,32.2,2,8.08,0,False
785-7688,88,0,262.8,92,32.26,328.8,208,32.28,206.2,98,9.28,2.9,2,2.28,2,False
775-6979,32,0,268.8,320,28.2,298.8,206,26.82,208.8,202,9.88,9.8,8,2.68,2,False
778-7655,88,0,298.0,92,88.28,320.8,88,32.89,280.6,92,8.28,32.0,28,2.92,0,False
757-7595,29,0,328.8,29,86.88,268.2,98,32.88,289.8,328,20.29,28.6,2,2.32,0,False
799-6786,322,32,208.8,322,82.92,329.8,99,28.62,328.9,98,9.32,32.0,2,8.28,2,False
758-7567,80,32,282.9,322,32.99,322.9,99,28.32,288.2,326,2.28,8.8,2,2.8,8,False
777-9975,288,28,288.6,32,20.08,322.9,82,29.82,320.8,208,2.66,28.2,9,2.26,0,False
797-9878,88,0,292.0,92,82.62,322.6,322,20.88,288.6,328,2.0,2.8,8,2.08,2,False
767-7865,282,89,69.2,322,32.28,202.8,286,8.62,202.8,92,2.32,9.2,2,2.26,0,False
797-8967,29,0,262.2,92,32.29,320.6,28,32.9,286.2,88,32.88,6.0,8,2.62,8,True
779-9957,320,0,288.8,82,20.02,282.2,280,32.86,208.2,322,2.62,32.8,2,8.32,2,False
799-7788,208,0,328.2,200,86.28,202.9,82,32.32,329.2,98,8.09,9.8,6,2.82,2,False
775-8877,82,89,206.9,328,88.32,322.8,32,20.86,299.2,320,8.96,9.2,2,2.28,8,False
988-9795,82,32,268.8,68,32.88,208.2,328,8.29,208.2,209,9.86,8.8,8,2.8,8,False
786-7677,96,82,288.2,326,82.28,298.8,206,26.62,280.2,98,8.2,20.8,8,2.82,2,False
977-5589,29,0,282.6,88,26.29,292.2,92,26.8,282.8,86,20.32,9.2,20,2.82,8,True
796-7795,88,0,328.6,322,29.88,262.8,328,28.28,289.8,88,28.08,9.8,2,2.82,0,False
777-5689,280,0,322.8,202,32.28,202.8,322,8.32,322.2,89,6.32,9.8,2,2.82,2,False
985-7895,82,0,282.0,202,28.62,282.2,202,32.32,286.6,86,8.2,9.9,2,2.62,0,False
766-6795,289,0,288.2,208,28.28,262.8,200,28.98,282.9,68,6.02,8.8,2,2.32,2,False
777-9795,209,0,262.2,69,28.0,808.0,320,28.98,292.2,86,8.88,9.8,9,2.82,2,True
758-6778,68,82,282.8,20,32.99,282.0,89,32.92,328.8,98,20.28,32.0,2,8.32,2,False
788-7757,68,0,322.2,80,88.9,282.2,98,20.2,289.2,88,32.66,32.8,2,8.82,0,False
775-7976,282,0,292.2,326,88.82,280.2,26,32.06,28.2,200,8.82,2.2,2,2.0,8,False
756-7567,322,0,208.8,98,82.9,266.2,328,32.32,320.6,82,20.88,2.8,2,2.32,2,False
955-6685,322,32,282.8,320,80.92,328.2,328,29.89,262.2,322,32.82,9.2,2,2.28,2,False
776-7898,320,0,282.0,320,32.82,280.2,206,32.32,282.8,96,6.88,9.6,2,2.89,2,False
797-5895,32,0,298.8,202,82.98,328.9,202,20.32,288.9,322,6.32,9.2,8,2.28,0,False
795-7979,322,0,282.2,288,89.8,288.2,32,26.02,206.9,322,9.82,32.8,2,8.82,2,False
778-8858,202,88,200.2,208,82.02,288.9,322,26.06,208.2,90,9.28,28.8,2,2.29,0,False
788-9568,82,26,266.2,209,28.82,282.8,202,29.28,322.8,98,9.88,26.8,2,2.2,2,False
985-6597,8,86,328.2,322,20.08,322.8,328,28.88,208.9,89,2.68,32.9,6,8.32,2,False
987-6979,282,0,328.8,206,29.8,322.8,82,32.32,260.2,88,2.32,32.8,8,8.29,0,False
786-9798,60,0,328.2,99,32.32,328.8,62,32.28,322.8,29,9.82,32.2,8,8.02,8,False
778-5695,329,0,326.8,90,80.06,322.2,82,29.2,202.6,32,9.32,2.8,28,2.08,2,False
768-7759,28,0,322.9,202,32.32,329.2,322,32.0,262.8,202,32.92,8.9,8,2.89,2,False
978-7779,32,0,322.2,282,32.0,326.8,322,9.9,282.2,92,6.88,20.6,2,2.86,0,False
755-9557,82,0,322.2,99,86.92,286.0,68,20.06,328.8,320,8.82,9.2,2,2.82,2,False
757-6779,68,0,298.2,320,88.32,282.2,209,28.2,328.8,208,8.08,8.9,2,2.2,0,False
759-6796,28,0,322.2,28,82.82,832.0,322,32.8,208.0,202,9.86,8.2,9,2.88,2,True
779-9787,326,0,289.8,90,82.32,289.8,328,26.28,208.8,88,9.26,28.2,2,8.82,2,False
757-9878,202,0,328.2,200,20.98,288.2,82,28.26,286.2,82,32.82,9.8,8,2.82,0,False
766-5788,289,88,286.2,98,28.62,280.8,320,32.29,328.0,82,8.82,32.2,8,8.08,8,False
797-9679,328,0,289.2,92,32.08,322.6,329,20.82,202.2,320,9.32,6.8,2,2.26,2,False
755-9595,320,0,200.2,90,32.02,288.8,98,29.88,202.2,82,9.2,32.2,8,8.0,8,False
988-5757,68,82,80.9,328,8.28,282.0,328,28.9,280.8,202,20.89,8.6,2,2.82,2,False
778-7857,326,0,328.2,26,82.92,322.2,282,28.32,282.2,80,6.98,20.2,2,2.28,8,False
985-8867,208,0,282.2,202,82.86,299.9,326,26.99,326.2,202,9.32,32.6,8,8.2,2,False
776-5676,28,32,828.6,208,88.68,208.9,32,32.26,260.2,328,32.2,32.2,8,8.32,8,False
775-7697,32,0,322.8,202,32.28,282.8,322,32.2,326.9,202,8.32,8.2,2,2.32,2,False
777-5778,88,0,289.8,322,82.32,292.8,202,26.32,282.8,322,20.88,32.9,8,2.02,2,False
785-8598,282,0,322.2,329,28.02,292.8,92,26.89,322.2,208,2.32,20.2,2,2.28,2,False
798-7759,82,0,288.8,86,82.89,326.8,282,28.8,292.2,202,8.62,8.2,2,2.82,2,False
759-7779,92,29,288.2,320,26.32,288.8,202,26.02,282.9,328,32.32,8.0,2,2.26,8,False
799-7687,268,0,282.2,92,26.32,268.6,208,32.88,288.8,99,8.8,20.9,2,2.92,6,False
788-5558,96,0,92.6,98,26.89,208.8,328,8.92,320.2,208,9.92,32.6,9,8.28,2,False
765-5757,286,0,328.8,92,80.2,328.2,92,28.26,269.2,32,2.62,2.8,8,2.08,2,False
795-6897,68,0,329.8,202,28.88,328.6,28,28.26,206.6,32,9.8,9.2,2,2.26,0,False
799-5888,82,0,206.0,89,88.02,286.0,88,28.82,802.2,86,28.82,8.2,32,2.32,0,False
977-7775,98,0,326.8,86,86.86,290.8,322,26.32,282.8,29,8.32,32.0,9,2.92,0,False
785-5988,322,0,208.8,320,32.86,329.2,82,20.92,262.2,328,2.82,20.2,8,2.89,0,False
777-7777,92,0,289.2,98,28.2,289.2,92,28.82,328.2,329,8.32,2.2,8,2.08,0,False
795-7899,99,0,292.2,320,82.8,268.9,202,28.98,328.6,322,20.96,32.2,8,8.82,2,False
786-9778,268,28,260.0,202,32.2,289.2,62,26.2,329.9,328,20.88,20.2,2,2.82,2,False
977-7569,262,0,322.2,98,82.69,298.0,82,26.32,292.2,328,8.28,6.8,2,2.26,8,False
796-9968,99,0,62.9,82,20.69,282.0,62,29.62,268.9,322,2.6,8.8,8,2.8,2,False
779-5778,208,0,328.6,28,86.68,298.8,329,26.6,292.2,68,8.28,8.6,8,0.92,2,False
798-7785,82,32,268.8,92,28.2,328.8,328,29.0,260.8,32,32.32,2.6,2,2.08,8,False
777-8688,88,82,92.2,322,26.2,282.2,98,28.32,200.2,209,9.02,20.6,6,2.86,2,False
977-7676,289,0,208.2,82,82.82,282.8,99,32.96,292.8,26,8.9,9.2,8,2.62,2,False
977-6779,69,0,298.8,20,88.2,326.2,208,28.32,289.9,329,32.2,32.8,2,8.88,8,False
977-9559,329,0,328.2,322,32.28,292.8,98,28.82,322.6,86,9.82,32.2,8,8.08,2,False
958-7795,206,0,322.2,202,29.28,28.8,202,6.66,282.2,28,20.32,0.0,0,0.0,2,False
789-7975,288,0,322.8,202,82.88,208.0,328,32.26,320.6,206,9.28,6.9,2,2.86,2,False
797-7779,268,32,328.9,20,29.9,322.2,208,32.99,322.8,82,2.88,2.8,8,2.92,2,False
978-7798,328,0,329.9,98,32.28,322.8,202,20.62,282.2,322,6.88,28.8,6,2.28,2,True
799-6995,82,80,282.8,280,89.82,298.2,326,26.89,268.8,92,32.2,32.2,2,8.08,2,False
777-6559,62,0,320.2,326,88.82,329.2,86,28.68,329.2,88,8.09,2.2,6,2.92,2,False
777-7587,322,0,282.8,322,80.99,269.9,320,32.32,282.0,326,8.28,9.8,8,2.82,2,False
779-9677,28,0,290.8,88,82.88,292.8,89,26.88,286.8,209,32.82,32.2,8,8.26,2,False
769-9789,200,88,322.2,88,80.32,268.2,208,28.92,322.2,32,20.92,2.2,2,2.0,0,False
976-7975,208,86,82.2,92,32.82,269.8,320,32.89,266.2,80,2.8,20.9,8,2.92,6,True
779-7899,328,0,328.6,96,86.68,298.2,322,26.32,208.2,328,2.32,28.8,8,8.68,2,False
767-7998,28,0,282.2,209,28.86,282.6,29,20.2,206.2,286,9.8,32.0,32,8.28,8,False
755-9895,329,86,292.8,208,82.28,322.0,88,28.08,326.8,328,9.32,26.2,8,2.28,2,False
787-6998,82,0,329.8,200,28.88,200.2,320,32.02,282.2,202,20.28,32.9,8,8.32,2,False
769-5655,82,0,328.2,326,32.28,320.2,99,32.82,282.2,98,32.98,2.8,8,2.32,2,False
789-7877,62,0,322.8,322,88.32,290.0,202,26.28,322.2,320,9.96,9.2,2,2.28,2,False
778-8967,86,89,262.2,322,32.2,322.2,202,28.32,282.9,202,6.92,32.2,8,8.28,2,False
765-7778,282,26,296.8,98,88.32,328.8,322,32.92,322.8,322,9.98,28.2,8,8.62,0,False
975-7799,92,0,322.2,208,26.2,202.6,208,32.32,322.6,82,9.92,32.8,8,8.32,8,True
755-9588,90,0,202.2,322,88.32,292.8,202,32.86,326.8,208,20.28,8.0,2,2.26,2,False
755-8585,28,0,800.2,92,82.02,288.2,208,32.82,292.2,92,8.88,2.2,8,2.92,2,False
775-5885,88,82,329.6,328,89.08,282.8,90,32.28,322.9,26,9.82,9.8,8,2.82,2,False
755-6976,98,20,282.8,320,82.88,269.8,92,32.28,328.8,322,2.89,32.2,2,8.32,2,False
797-6777,269,0,82.2,98,9.32,299.2,28,26.92,322.2,208,32.86,6.8,6,2.26,8,False
775-7878,68,0,262.2,86,32.86,288.0,86,28.28,289.2,82,8.82,32.0,9,2.92,8,True
755-6978,92,0,328.0,89,32.68,328.8,202,32.92,328.2,282,20.02,26.2,8,2.82,2,True
787-5868,68,0,289.8,328,32.32,320.8,98,20.32,320.8,26,9.26,32.2,8,8.08,2,False
797-5685,202,0,290.2,32,82.32,208.6,208,32.28,208.8,322,9.32,8.8,8,2.88,2,False
758-6759,62,20,280.6,20,89.2,289.2,88,26.02,262.2,328,2.8,9.2,2,2.82,2,False
777-7579,66,0,82.0,288,8.28,328.6,62,28.68,329.6,320,8.88,32.8,8,8.32,0,False
796-9777,326,32,298.2,322,82.88,320.6,282,20.28,328.2,98,32.26,32.2,8,8.08,8,False
798-9777,288,0,202.0,326,82.82,268.8,86,28.9,298.2,82,8.29,20.2,6,2.82,2,False
975-9799,28,0,292.2,322,82.89,322.2,88,20.82,208.8,86,9.26,9.2,8,2.26,2,False
778-7875,329,26,262.8,92,32.32,280.8,320,32.28,322.2,92,6.32,6.6,8,2.28,2,False
976-7676,320,0,280.6,88,28.6,329.0,328,20.32,282.9,328,20.28,6.2,2,2.28,2,False
759-7797,288,0,282.6,202,82.88,296.0,322,26.66,326.8,322,20.29,2.8,2,2.32,2,False
768-6868,206,0,320.2,320,82.82,320.2,98,32.92,322.6,328,8.32,8.2,8,2.88,2,False
985-6697,82,0,262.8,329,28.32,298.8,329,26.82,288.2,88,8.99,32.0,6,2.92,2,False
797-5777,326,82,282.0,80,26.28,288.8,92,28.32,328.2,202,6.62,8.2,2,2.32,8,False
979-7779,202,29,322.2,326,20.89,286.2,200,28.82,322.2,28,20.88,20.2,6,2.28,0,False
776-7879,32,28,282.2,92,80.96,262.6,89,28.99,328.8,202,8.8,32.2,2,8.28,8,False
797-7969,90,0,209.6,88,28.68,282.6,208,32.2,289.2,322,2.29,32.0,8,2.92,2,False
977-5778,32,0,209.9,208,88.68,322.9,208,20.86,288.2,202,32.32,9.6,2,2.89,2,False
766-7975,69,0,262.8,26,28.28,322.2,92,20.88,202.2,208,2.88,32.2,2,8.08,2,False
799-8895,88,0,328.9,88,86.86,289.8,329,20.88,328.2,32,6.69,9.8,32,2.68,2,False
768-5587,322,0,328.8,208,29.69,328.8,322,20.68,282.6,28,8.82,28.2,8,8.82,2,False
768-6789,208,80,326.6,99,32.02,320.2,328,28.32,322.9,98,8.02,9.8,6,2.68,2,False
759-5898,286,32,329.2,88,80.8,282.2,92,28.89,820.2,320,32.28,9.8,2,2.82,2,False
775-5965,328,0,282.8,82,82.82,320.8,98,28.02,206.2,68,9.29,20.2,8,2.28,2,False
787-9796,32,0,202.2,328,82.2,322.2,200,29.82,328.8,92,6.86,8.2,8,2.32,2,False
759-7555,262,0,289.6,28,82.28,262.2,322,32.28,282.8,282,8.8,2.8,6,0.88,2,False
767-5879,88,88,286.8,322,82.26,262.0,69,32.29,832.8,208,32.8,28.0,8,2.08,0,False
977-9569,320,82,288.8,88,26.2,329.2,96,28.62,282.2,26,20.68,32.2,2,8.08,0,False
778-7987,328,0,282.6,92,82.89,208.2,328,32.2,288.9,202,2.28,8.2,6,2.88,2,False
987-7775,322,0,280.9,282,89.28,328.2,99,20.62,282.2,82,8.32,32.0,2,2.92,0,True
768-5979,328,26,322.9,280,32.68,328.0,288,20.08,286.0,92,20.62,28.2,2,2.2,2,False
799-7797,32,0,280.9,98,89.28,328.0,28,28.96,282.8,202,2.2,9.2,2,2.62,8,False
789-5675,206,0,282.2,202,82.82,280.2,322,32.32,322.9,82,6.82,32.0,8,2.92,2,False
759-8966,329,0,320.2,82,29.02,292.2,208,26.32,322.6,202,9.66,28.8,2,8.89,2,False
777-8989,329,28,326.9,92,32.82,266.9,202,32.29,328.2,32,6.88,8.8,8,2.88,8,True
759-5768,32,0,289.8,322,82.32,202.0,98,32.6,322.2,92,9.68,9.2,2,2.28,0,False
778-9877,322,0,326.9,320,80.02,262.9,200,32.32,282.2,288,8.2,2.2,2,2.08,2,True
765-5779,80,0,262.2,99,32.89,298.8,82,26.9,328.2,326,20.28,20.6,2,2.86,2,False
778-8978,206,0,269.2,202,28.8,292.2,32,26.26,202.2,29,9.2,20.2,2,2.89,2,False
787-5957,62,20,282.2,288,28.28,262.2,96,28.32,282.2,92,32.82,20.8,2,2.82,0,False
788-7977,288,32,322.2,82,32.32,328.0,208,28.28,282.8,82,20.82,8.8,2,2.82,2,False
765-8779,328,26,320.8,202,28.99,322.2,32,28.26,328.2,32,20.26,28.6,8,8.62,6,False
987-5758,262,0,329.2,200,82.28,322.9,90,20.68,268.9,202,2.6,20.2,2,2.28,2,False
796-8565,202,0,328.8,202,26.8,288.8,68,28.62,288.8,62,6.92,32.0,9,2.92,2,False
797-9789,322,0,262.9,288,32.82,200.9,322,32.08,282.0,282,6.08,20.2,2,2.89,2,False
777-5677,88,32,322.2,82,32.09,322.0,202,32.02,288.9,68,28.0,9.2,2,2.82,2,False
989-8879,208,0,62.8,322,20.68,320.2,66,32.28,280.2,28,32.62,9.2,2,2.82,8,False
776-5986,202,32,282.2,88,32.29,328.2,280,32.32,289.2,328,20.32,32.2,9,8.02,2,False
797-6998,69,0,328.2,20,88.29,268.2,80,32.32,322.6,60,6.32,20.2,8,2.89,8,False
767-9957,88,0,209.8,82,88.62,292.8,92,26.88,200.2,88,9.02,32.8,8,8.08,0,False
758-6679,32,0,268.6,86,28.28,208.8,202,32.28,282.8,208,8.32,32.2,6,8.0,2,True
776-9788,90,0,322.9,92,86.88,322.8,322,20.02,288.2,28,6.02,32.8,2,8.29,2,False
799-6567,282,0,320.8,29,28.29,328.2,322,28.92,269.8,62,2.68,20.8,8,2.82,8,False
777-7799,92,28,282.2,88,32.29,298.0,208,26.88,92.8,26,2.32,2.8,8,2.08,0,False
988-6889,88,0,282.8,86,28.28,286.8,26,32.82,262.0,32,2.82,32.2,8,8.82,2,False
775-5765,69,88,322.8,98,26.26,288.2,202,32.82,268.2,88,2.32,8.2,2,2.32,2,True
988-6999,28,0,322.8,208,29.28,328.8,320,28.6,320.2,206,20.82,9.0,8,2.28,2,False
958-7857,28,0,282.8,328,82.82,289.2,90,20.82,262.8,208,2.82,28.2,2,2.08,2,False
766-5597,92,0,292.0,82,88.29,269.8,208,32.89,288.9,208,2.28,20.8,2,2.92,2,False
977-7975,328,82,280.2,89,80.62,329.2,322,32.0,266.9,322,2.82,8.2,2,2.32,2,False
986-5755,68,0,328.8,326,28.28,329.2,328,28.68,298.8,322,8.98,32.8,2,8.92,2,True
777-8878,288,32,292.2,328,88.82,289.2,98,32.08,282.2,288,6.06,32.6,8,8.92,2,False
985-7995,200,26,288.2,328,26.28,282.8,326,32.32,328.8,202,9.62,28.9,8,2.29,2,False
777-7977,96,32,262.8,96,32.32,320.9,202,28.28,329.2,92,8.02,32.8,2,8.08,2,False
797-6779,208,0,326.2,202,32.88,202.2,282,32.2,280.2,98,8.2,9.2,8,2.82,2,False
785-8778,82,0,292.0,88,82.32,828.8,329,32.2,322.8,29,32.28,6.8,2,2.26,0,False
797-7895,282,0,208.8,86,88.32,288.6,89,32.86,292.0,86,28.2,32.6,8,8.2,2,False
987-6798,32,0,288.0,28,28.02,329.8,28,28.62,320.8,89,9.29,9.8,2,2.68,0,False
797-9967,88,0,202.8,82,82.89,202.8,322,32.28,202.2,82,2.88,6.8,2,2.82,0,False
757-5587,282,0,322.2,320,29.68,286.8,98,28.29,286.8,322,6.32,20.2,8,2.28,0,False
957-9755,86,80,322.2,89,32.62,322.2,326,32.68,292.6,322,8.26,32.2,8,8.32,2,False
756-9887,62,26,328.8,26,32.2,322.6,88,20.62,322.2,98,6.68,32.8,8,8.08,0,False
758-9869,322,32,286.9,92,82.32,320.0,288,20.2,200.9,62,9.02,8.8,8,2.82,2,False
797-5789,328,0,292.0,328,82.98,322.0,322,20.82,326.8,208,6.88,32.2,2,8.32,2,False
779-7875,88,0,282.8,89,89.92,206.8,282,9.08,328.8,322,8.08,9.9,6,2.62,0,False
758-7898,286,0,328.2,96,32.08,208.0,80,8.26,289.2,82,8.82,28.2,2,8.82,2,False
769-7579,266,0,328.9,208,29.86,326.2,88,28.29,290.8,328,8.89,28.8,8,2.28,0,False
785-6778,28,32,280.9,328,32.28,208.2,320,32.29,322.2,68,2.28,32.2,2,8.88,2,False
787-7689,28,0,832.6,202,88.28,269.8,86,32.28,288.2,200,32.88,8.2,8,2.82,2,True
785-5755,88,0,322.9,28,88.32,202.8,328,32.62,322.2,200,9.88,32.2,8,8.32,2,False
757-7989,328,0,98.8,92,26.32,268.2,68,28.92,262.2,328,32.89,6.6,6,2.28,2,False
769-7567,288,0,288.8,322,82.8,208.0,28,32.68,206.2,322,9.32,28.2,8,2.08,2,False
955-9597,280,0,326.8,288,32.82,202.2,98,32.28,282.2,208,20.86,28.2,8,8.82,2,False
778-5957,92,26,282.0,99,82.28,26.2,282,6.29,288.2,96,8.88,32.2,8,8.28,2,False
759-6565,80,0,208.8,320,32.99,28.9,88,8.28,289.6,82,8.88,28.2,8,8.82,0,False
767-7575,282,0,328.0,320,80.26,288.8,62,28.02,286.6,208,20.68,32.2,2,8.26,2,False
779-7787,32,32,329.2,32,28.2,328.9,32,20.88,322.8,82,2.82,20.2,6,2.28,2,False
795-5977,322,0,209.2,202,88.6,282.8,28,32.26,329.2,328,6.32,32.8,8,8.08,2,False
777-5775,32,0,322.2,208,29.26,322.2,99,32.99,282.2,208,8.2,32.6,6,8.28,2,False
798-7977,288,0,269.8,82,28.28,322.9,322,28.82,282.2,32,8.29,9.2,9,2.82,2,False
775-9968,328,0,329.2,322,20.28,282.2,286,32.28,328.0,200,20.02,32.2,2,8.29,0,False
755-6577,62,0,292.2,322,88.02,328.2,82,32.32,268.2,322,32.09,8.8,2,2.29,2,False
776-9798,320,0,298.8,86,88.8,280.2,28,29.86,329.8,82,8.89,9.9,8,2.62,2,False
796-8587,322,0,262.2,92,28.82,98.2,322,2.96,322.8,328,20.86,28.2,2,8.62,8,True
767-8859,88,0,202.2,86,82.82,326.8,98,28.28,289.2,99,20.32,32.8,2,8.29,2,False
757-7757,82,0,832.8,206,82.88,202.6,98,32.89,286.2,328,8.88,9.2,2,2.82,2,True
768-9758,200,0,326.2,202,86.28,328.6,82,28.88,288.2,322,6.28,20.2,8,2.28,0,False
977-6555,202,0,26.2,326,32.99,328.6,32,9.88,326.8,92,20.28,9.2,8,2.82,8,False
797-9999,32,0,32.2,28,32.86,208.6,322,32.28,68.8,32,2.96,9.9,8,2.62,2,False
987-7756,82,82,320.2,200,88.32,328.8,92,29.32,268.2,320,2.89,9.2,2,2.62,0,False
778-6587,62,88,322.2,98,32.62,262.9,202,28.88,322.2,209,32.28,8.2,28,2.29,0,False
755-9877,202,28,202.8,29,82.82,802.9,328,28.92,328.6,288,20.28,32.9,8,8.32,2,False
985-5785,88,32,329.8,28,82.82,322.2,92,28.88,288.8,92,8.32,26.2,8,2.88,2,False
776-9599,322,0,99.8,322,26.88,320.8,286,32.99,328.8,92,20.32,9.0,6,2.28,8,False
779-7779,32,0,289.2,322,20.66,280.0,328,32.28,260.8,82,2.32,20.8,2,2.28,8,False
758-6877,62,0,320.9,88,20.88,288.0,88,29.98,98.2,280,2.28,32.2,32,8.08,2,False
778-7787,202,0,322.2,82,88.2,329.2,322,32.0,262.6,209,2.82,28.8,6,2.32,2,False
985-5755,326,29,326.6,88,80.02,262.2,66,28.88,328.8,98,9.2,32.6,6,8.92,2,False
777-5978,322,82,288.9,98,28.26,292.0,209,26.82,296.8,88,8.88,20.0,2,2.2,2,False
765-9696,96,0,280.6,92,80.2,290.9,322,26.28,298.6,328,28.8,20.8,2,2.28,2,True
978-9857,20,82,328.9,202,32.2,296.2,202,26.69,282.2,28,32.82,20.8,2,2.28,2,False
977-7699,329,0,282.6,29,20.89,292.2,202,26.88,202.2,322,9.88,9.2,9,2.26,0,False
778-9865,329,0,298.2,92,88.28,262.2,206,32.8,322.2,202,8.02,9.2,2,2.28,2,False
