Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,isFraud
796-7785,94,22,242.2,204,22.42,232.4,224,24.42,243.3,90,4.2,22.4,2,4.29,2,False
758-9895,34,0,224.0,202,22.23,233.2,222,22.32,222.2,224,20.04,24.2,2,4.42,2,False
988-9778,232,0,204.2,20,22.92,222.4,222,24.23,224.3,223,20.03,2.4,4,2.22,0,False
779-7575,40,0,244.9,92,42.22,204.9,202,22.44,242.4,222,3.44,22.3,4,4.24,4,False
798-9957,204,22,222.4,44,29.02,249.3,202,20.42,234.4,42,22.02,3.9,2,2.43,2,False
988-9578,42,44,249.2,203,22.04,229.4,202,22.24,224.2,204,9.3,24.0,24,4.42,2,False
787-6787,92,0,222.2,204,43.22,222.3,224,29.09,222.4,204,9.93,9.0,2,2.24,2,False
766-9967,22,0,222.4,222,22.29,403.4,222,23.02,293.4,42,4.42,9.9,2,2.32,2,False
778-7958,32,0,423.4,44,44.93,229.4,29,22.22,224.2,202,22.49,24.4,9,4.49,2,False
757-7959,249,24,224.9,202,29.43,224.4,223,22.44,294.2,242,4.24,22.4,9,4.29,2,False
755-6597,220,22,232.9,204,24.42,234.4,22,22.44,224.2,203,4.02,4.4,2,2.22,2,False
765-9798,244,0,222.2,222,29.22,224.2,224,9.29,222.4,224,20.2,22.0,2,2.49,4,False
779-6586,224,0,224.2,240,23.42,242.4,32,24.92,222.2,223,3.32,24.3,4,4.32,2,False
797-7797,44,42,292.2,224,44.42,229.9,20,22.22,294.9,202,24.24,4.9,2,2.04,0,False
759-7787,40,44,292.3,92,42.22,244.2,202,22.29,223.2,202,9.24,2.9,2,2.24,2,False
987-7599,24,23,92.2,202,24.49,240.3,229,22.4,34.4,204,2.44,2.2,4,2.04,2,False
797-9976,20,0,223.4,99,22.22,222.3,203,22.02,244.9,93,22.42,9.3,2,2.49,0,False
779-5577,222,44,242.4,202,22.23,242.2,220,29.9,224.2,42,9.3,20.2,3,2.42,4,False
988-7677,92,0,290.3,204,42.2,242.4,94,22.94,222.2,92,3.42,2.4,4,2.04,2,False
787-9767,229,0,223.2,202,29.22,202.4,99,22.24,242.9,204,4.29,22.3,4,4.24,0,False
777-9786,223,0,222.4,92,43.92,223.2,94,24.42,224.2,23,3.33,22.4,4,4.04,2,False
987-9598,49,0,229.2,40,40.4,242.4,99,29.23,224.4,204,2.92,22.2,4,4.92,0,False
989-7786,234,0,202.2,209,44.42,232.4,92,22.02,42.4,92,2.24,2.9,4,2.24,0,False
777-9697,244,0,222.4,244,22.22,224.2,222,29.22,222.4,204,4.24,22.4,2,4.23,2,False
787-7589,220,0,224.4,42,22.4,232.3,222,22.24,230.3,92,22.24,4.2,2,2.22,2,False
759-9799,94,42,244.2,92,24.24,232.4,22,22.22,244.9,224,20.24,3.4,4,2.42,2,False
987-7875,42,44,239.4,44,24.24,224.9,92,29.2,222.0,43,2.22,4.2,4,2.22,0,False
767-7869,32,22,202.4,202,42.22,224.4,49,22.22,240.2,222,3.23,22.4,4,4.42,2,False
797-9655,22,0,223.2,222,43.42,223.4,223,9.9,220.0,220,9.9,9.4,2,2.34,2,False
755-6877,24,0,290.2,92,42.42,422.4,44,23.99,244.2,224,3.0,4.4,2,2.22,2,False
989-7599,242,0,224.4,92,22.43,294.4,44,23.32,224.4,94,20.04,3.0,2,2.32,2,False
758-7566,234,22,92.2,42,23.43,204.3,94,22.42,224.9,222,2.44,22.2,2,4.04,2,False
755-7875,244,0,242.2,222,40.42,232.2,92,22.24,234.4,222,2.44,22.4,4,4.04,4,False
778-7558,204,0,223.2,44,22.49,243.2,202,22.24,239.0,242,2.32,4.4,2,2.04,0,False
769-5556,22,0,224.2,240,22.44,249.2,40,22.3,292.0,200,4.24,9.2,3,2.32,2,False
759-9797,242,0,202.9,222,22.44,294.4,220,23.42,244.2,92,22.32,4.0,4,2.23,2,False
988-9795,202,0,243.2,94,23.44,294.0,42,23.22,222.2,92,20.02,24.2,4,4.42,2,False
759-9995,202,0,222.4,224,29.42,42.9,223,3.93,402.4,202,24.39,22.0,2,4.22,0,False
775-9858,222,0,242.4,93,49.44,204.4,220,22.22,224.2,92,9.32,22.9,2,4.22,0,False
979-8778,22,0,224.3,222,22.22,242.2,204,22.94,292.2,220,4.24,4.3,4,2.42,2,False
989-5979,242,0,223.2,242,40.02,222.2,40,20.24,223.4,220,2.94,9.2,2,2.23,2,False
777-9985,23,0,234.2,224,22.24,240.4,39,29.44,220.3,202,2.34,22.2,4,4.04,2,False
757-6878,24,0,223.2,22,22.49,224.4,92,22.32,223.2,93,9.24,22.4,4,4.04,2,False
755-5989,224,44,224.0,22,22.34,292.4,242,23.44,222.4,244,20.9,22.2,4,4.44,2,False
798-6787,32,0,232.4,92,24.44,232.2,39,22.24,220.4,22,2.93,4.2,22,2.22,2,False
988-7996,242,0,233.9,99,24.42,242.9,92,24.22,249.2,49,4.42,2.2,4,2.92,0,False
977-5859,200,0,222.4,42,22.24,294.2,44,23.34,222.2,222,4.29,2.4,4,2.22,2,False
787-5979,223,0,244.0,34,22.32,232.4,94,22.42,222.4,224,9.32,22.2,4,4.02,2,False
779-8555,224,22,242.9,229,22.99,242.4,44,22.22,232.4,99,22.44,22.4,2,4.42,2,False
779-5595,32,24,94.0,92,23.24,292.2,24,22.24,249.3,222,2.24,20.0,2,2.2,2,False
795-8577,232,0,292.2,203,44.02,229.2,204,22.2,242.9,229,22.22,22.9,2,4.24,2,False
955-6698,20,0,222.4,222,42.44,224.9,224,24.44,224.4,222,20.03,0.0,0,0.0,2,False
796-5759,223,0,202.4,42,42.42,242.4,94,29.34,223.2,240,20.22,23.4,4,2.23,0,False
779-7579,99,22,223.0,224,43.22,242.4,202,29.24,224.4,200,9.2,9.4,2,2.42,2,False
787-9756,42,0,223.4,204,22.42,222.4,202,22.3,232.4,33,2.42,4.4,9,2.24,2,False
798-5885,42,0,242.4,44,49.92,220.9,92,22.94,202.4,94,9.29,9.4,4,2.42,2,False
798-5798,20,0,294.3,222,44.23,224.9,224,24.24,222.2,204,2.2,20.3,3,2.43,2,False
979-9897,242,0,92.2,40,23.04,224.2,202,24.24,229.2,204,4.09,24.2,9,4.42,2,False
786-7587,229,0,290.2,22,42.42,224.3,224,24.44,232.2,222,2.24,20.0,2,2.2,2,False
788-7567,229,42,222.3,22,22.22,204.2,223,22.2,222.0,202,2.39,22.0,2,4.22,4,False
798-8768,42,0,242.2,40,22.42,234.0,22,22.04,224.2,202,2.29,20.2,4,2.49,0,False
766-6778,222,0,222.9,92,29.02,222.0,224,9.39,223.4,29,3.32,22.2,4,4.42,4,False
795-5585,24,0,222.4,49,20.44,222.4,202,22.93,232.2,92,22.23,20.2,2,2.49,2,False
759-7976,240,0,249.4,22,42.24,220.9,204,24.24,244.2,222,20.22,9.2,4,2.24,2,False
776-7688,232,44,220.2,222,20.42,202.4,202,22.24,203.2,222,9.22,23.2,3,2.44,0,False
787-6597,92,22,94.4,222,24.9,244.2,224,24.49,220.2,244,20.44,9.9,4,2.32,0,False
765-9596,222,0,244.3,202,23.93,222.2,22,22.94,229.4,202,4.02,20.2,4,2.24,4,False
987-7956,92,0,224.2,209,22.42,222.0,44,22.4,92.9,99,2.22,2.2,2,2.92,2,False
778-9776,222,0,223.2,224,29.99,244.4,224,24.4,403.3,202,24.4,9.4,4,2.42,2,False
758-6589,244,0,220.9,229,42.44,222.2,204,20.49,244.4,24,20.4,3.2,4,2.24,0,False
758-9999,202,0,222.2,42,22.44,233.4,224,22.34,222.3,49,9.29,2.2,2,2.92,0,False
757-9676,44,0,222.4,202,43.09,224.2,204,29.22,234.4,223,2.44,2.2,4,2.04,0,False
768-5779,29,0,222.0,22,22.99,234.2,202,22.04,224.2,202,20.92,4.2,9,2.22,2,False
977-9885,249,24,93.2,222,23.44,224.9,20,24.22,242.2,42,4.29,22.9,20,4.24,2,False
986-9778,204,0,234.2,224,22.24,229.2,39,24.22,222.2,222,9.33,20.4,2,2.24,0,False
989-8797,94,0,22.4,32,2.24,243.3,90,22.42,239.2,44,2.32,2.2,9,2.04,2,False
775-9589,24,0,232.4,223,22.49,292.2,43,23.44,220.3,200,20.44,20.2,4,2.24,2,False
767-9895,40,0,244.3,202,42.22,44.3,224,2.94,202.3,99,9.22,4.2,4,2.44,2,False
766-5699,232,0,224.2,209,40.24,223.4,43,22.24,242.3,24,3.29,4.4,2,2.4,2,False
759-9769,32,0,202.2,202,42.22,92.3,222,4.4,202.4,229,9.22,2.0,4,2.49,0,False
798-7979,43,44,224.0,244,20.92,244.9,229,22.44,244.2,204,3.22,24.4,2,4.49,2,False
989-9688,92,0,204.0,224,44.43,294.9,23,23.92,23.2,92,4.22,4.3,3,2.42,0,False
778-9798,222,0,249.2,22,20.33,244.4,222,23.02,204.3,223,2.24,4.4,4,2.44,2,False
799-5995,222,0,294.0,92,42.42,49.4,99,2.34,222.4,202,2.24,24.4,4,2.24,2,False
787-5789,242,42,222.4,202,29.32,224.3,204,20.44,222.4,23,2.24,20.4,9,2.24,2,False
797-5868,290,23,223.2,22,29.42,224.9,44,22.2,224.2,204,2.44,9.9,4,2.32,2,False
975-5797,202,0,94.4,222,24.94,240.0,202,22.24,222.2,223,20.44,20.2,2,2.49,2,False
777-7765,244,40,242.2,222,23.2,224.2,203,20.09,244.2,204,22.34,22.9,4,4.24,2,False
989-5777,34,29,249.4,42,20.22,204.4,204,22.42,232.4,20,2.44,9.9,3,2.32,0,False
987-7778,222,24,223.0,220,43.22,222.2,39,29.04,232.9,222,22.03,22.4,2,4.29,0,False
985-5687,224,0,242.2,92,42.43,222.4,49,24.22,244.2,92,20.4,22.2,3,4.29,2,False
977-9585,222,0,232.2,229,24.23,244.2,224,29.42,209.3,224,2.94,20.4,4,2.24,0,False
755-5889,22,0,230.2,204,22.22,224.2,44,24.42,292.9,224,4.34,22.4,2,4.44,2,False
775-7758,24,0,224.2,92,22.42,209.2,222,22.22,224.0,93,2.29,22.9,9,4.22,2,False
985-5888,242,0,204.4,222,42.9,220.4,244,20.22,229.2,202,4.03,4.0,9,2.44,2,False
767-7777,232,24,229.2,44,42.24,242.4,99,22.44,40.2,30,2.24,22.4,3,4.43,2,False
758-7679,22,0,224.2,22,22.42,239.4,222,22.24,224.4,22,9.22,2.3,2,2.04,2,False
777-7557,222,0,242.4,203,49.44,224.2,92,22.49,222.2,22,9.44,22.4,2,4.44,2,False
955-7977,220,0,232.0,42,22.42,222.4,49,22.02,244.4,99,2.0,4.9,4,2.2,0,False
799-7865,44,22,24.9,229,2.2,203.4,93,22.44,224.2,32,20.23,3.4,2,2.23,2,False
777-9879,204,0,242.2,224,23.22,222.4,43,9.44,223.2,24,22.09,24.2,2,2.23,2,False
778-6987,40,0,422.4,224,42.29,222.0,94,24.42,232.4,224,2.44,3.2,4,2.42,0,False
978-9765,244,0,209.9,222,44.34,222.4,42,24.42,220.0,94,9.24,4.2,4,2.22,2,False
759-5967,222,0,292.4,44,42.43,224.2,24,22.49,220.4,224,9.92,0.0,0,0.0,0,False
775-7586,32,29,292.2,240,29.29,223.2,224,29.22,229.2,32,9.43,2.4,2,2.04,2,False
987-8776,44,0,224.3,224,43.34,223.2,44,24.44,222.4,34,2.22,22.4,2,4.29,4,False
988-6996,42,0,204.4,202,44.4,224.2,42,24.23,224.2,43,2.44,22.2,3,4.44,4,False
785-7688,222,0,244.9,92,24.4,202.2,229,22.44,222.4,42,2.22,22.4,4,4.42,4,False
775-6979,30,0,242.2,92,22.93,222.2,222,24.29,209.9,200,2.94,22.2,2,4.44,2,False
778-7655,224,0,242.2,22,22.23,222.4,202,22.02,223.2,224,22.04,3.9,3,2.43,4,False
757-7595,209,0,222.0,224,43.49,202.0,222,22.3,234.0,203,22.03,4.2,2,2.22,2,False
799-6786,204,22,202.9,29,22.42,224.2,92,24.93,222.3,22,20.42,22.9,2,4.24,0,False
758-7567,44,0,222.4,200,44.93,242.3,44,24.39,232.4,242,2.49,24.4,2,4.49,2,False
777-9975,242,0,244.2,43,23.04,294.4,42,23.42,232.2,44,2.2,20.2,4,2.42,0,False
797-9878,49,0,233.4,94,24.22,249.4,42,20.42,224.2,204,4.42,20.0,4,2.2,2,False
767-7865,224,0,244.2,42,42.24,220.2,93,22.24,234.2,202,2.24,9.4,24,2.42,2,False
797-8967,220,0,202.3,222,22.24,229.4,22,22.22,244.2,32,22.24,3.4,4,2.23,2,False
779-9957,224,0,224.2,204,22.34,249.0,209,24.42,229.9,22,20.44,2.2,4,2.92,0,False
799-7788,203,0,222.2,220,23.34,294.3,42,23.44,230.4,32,2.22,3.0,4,2.32,2,False
775-8877,94,0,94.2,24,23.24,229.3,229,22.22,224.2,222,22.22,22.2,2,4.44,2,False
988-9795,42,29,229.9,222,22.44,224.2,209,24.93,242.2,92,22.44,24.0,2,4.42,2,False
786-7677,94,0,242.2,222,42.42,294.3,44,23.34,242.4,229,4.24,4.2,2,2.44,2,False
977-5589,242,0,223.2,94,23.94,234.4,229,22.09,242.3,29,3.42,2.2,2,0.49,4,False
796-7795,223,44,200.2,202,42.02,222.4,49,24.29,222.4,200,9.34,4.4,2,2.22,2,False
777-5689,40,0,232.4,93,22.49,222.0,222,20.22,240.2,49,4.2,9.2,2,2.23,2,False
985-7895,222,0,223.9,224,40.02,202.4,43,4.22,224.2,42,9.32,20.4,2,2.42,2,False
766-6795,42,0,234.4,24,24.22,204.4,49,22.22,224.3,222,9.32,22.2,3,4.29,0,False
777-9795,22,0,222.4,94,42.04,249.2,224,23.22,242.3,92,4.22,20.2,4,2.42,2,False
758-6778,244,24,202.2,200,42.22,223.4,222,20.94,242.4,242,3.92,22.9,2,4.24,2,False
788-7757,43,0,290.4,224,42.49,229.3,240,24.22,244.4,49,22.34,20.2,4,2.24,4,False
775-7976,94,29,229.9,92,40.44,249.2,49,23.04,232.4,23,2.49,22.4,2,4.23,4,False
756-7567,242,0,244.9,202,20.2,40.3,92,3.44,222.4,223,9.44,4.4,2,2.42,4,False
955-6685,224,0,220.2,222,24.42,242.2,30,24.9,202.9,244,9.43,2.9,2,2.24,0,False
776-7898,222,0,222.3,224,22.44,244.4,33,22.0,244.2,224,22.49,2.2,9,2.0,2,False
797-5895,44,0,249.0,200,42.24,224.4,99,20.02,224.2,42,22.23,22.2,3,2.32,0,False
795-7979,42,0,202.0,94,22.22,244.3,202,24.24,402.2,94,24.2,24.4,2,4.49,0,False
778-8858,242,0,203.4,94,44.02,292.4,42,22.49,24.2,222,2.92,20.3,2,2.43,2,False
788-9568,204,24,234.2,44,24.02,232.0,94,22.2,240.2,222,22.24,20.9,2,2.92,2,False
985-6597,94,0,234.0,229,24.04,202.3,224,22.22,222.4,92,2.24,22.4,2,4.44,2,False
987-6979,240,0,244.9,94,23.4,243.2,92,22.22,232.9,204,22.44,22.2,4,4.23,4,False
786-9798,243,0,299.2,222,44.43,222.2,222,24.24,240.9,204,3.29,22.4,2,4.29,2,False
778-5695,22,0,244.4,223,23.2,244.2,44,23.0,222.0,24,22.22,22.4,2,4.42,4,False
768-7759,249,0,204.4,203,44.22,243.2,224,20.22,229.2,220,4.03,22.4,4,4.04,4,False
978-7779,202,0,242.2,29,23.22,232.3,222,24.42,240.0,244,3.24,22.2,3,4.22,2,False
755-9557,92,0,242.2,234,23.24,234.4,222,22.42,249.9,42,20.4,22.2,2,4.23,4,False
757-6779,249,0,249.2,204,42.24,223.2,222,20.92,222.0,203,20.49,20.2,4,2.42,2,False
759-6796,22,22,242.4,94,22.43,240.2,222,29.42,244.2,42,22.22,20.0,4,2.2,2,False
779-9787,232,0,233.2,44,24.29,224.2,244,20.32,229.2,94,20.42,9.9,4,2.32,2,False
757-9878,222,0,222.4,24,22.29,222.4,203,20.22,229.4,92,20.44,22.4,9,4.23,2,False
766-5788,99,29,42.2,204,22.92,224.0,43,24.93,242.4,222,4.2,2.4,2,2.92,2,False
797-9679,249,29,242.2,24,42.4,292.4,22,23.44,224.3,202,20.24,23.9,4,2.43,0,False
755-9595,222,42,222.4,202,29.32,222.2,92,29.03,223.4,92,4.24,22.4,20,4.42,2,False
988-5757,22,0,204.4,204,22.43,244.4,29,22.22,232.4,94,2.22,9.0,2,2.24,2,False
778-7857,222,0,44.2,32,4.92,240.4,49,24.42,242.3,44,22.42,22.2,2,4.24,2,False
985-8867,200,24,223.3,92,22.92,222.2,222,22.02,249.4,209,4.42,24.0,4,4.42,2,False
776-5676,44,42,24.4,209,24.44,220.4,202,22.49,229.2,202,4.09,22.4,2,4.29,2,False
775-7697,32,0,224.2,24,24.24,232.9,202,22.02,223.0,224,9.22,22.4,2,4.42,4,False
777-5778,204,0,203.2,42,44.04,243.2,244,22.29,222.2,92,4.22,9.0,4,2.24,2,False
785-8598,222,44,242.3,42,22.22,292.3,224,23.4,209.2,92,9.22,22.2,4,4.29,2,False
798-7759,203,23,220.4,222,24.94,224.2,90,24.29,242.0,244,22.24,22.2,2,4.49,2,False
759-7779,29,42,243.3,92,23.32,222.2,92,29.03,230.9,244,22.22,22.4,2,4.04,2,False
799-7687,23,0,249.2,42,24.2,224.2,224,29.02,224.2,22,2.29,24.3,3,4.32,2,False
788-5558,222,0,220.2,204,42.24,244.2,222,23.02,222.2,224,2.22,22.2,4,4.23,2,False
765-5757,9,49,222.2,204,43.2,239.2,224,22.44,249.2,222,4.42,20.2,4,2.24,2,False
795-6897,242,0,293.0,22,44.42,224.2,93,24.22,293.4,42,4.43,2.9,3,2.24,2,False
799-5888,204,0,203.2,22,24.09,220.2,44,20.22,222.2,222,3.34,4.4,2,2.24,3,False
977-7775,204,29,229.2,224,40.4,224.2,200,24.22,223.2,204,22.02,20.0,4,2.2,0,False
785-5988,244,0,223.2,40,43.42,222.4,224,22.22,244.4,203,3.09,20.4,2,2.92,2,False
777-7777,42,0,222.4,229,40.22,242.4,204,22.99,232.9,92,2.44,4.2,2,2.44,0,False
795-7899,232,0,242.3,222,24.22,229.2,42,24.34,222.2,34,20.22,2.0,4,2.04,2,False
786-9778,94,42,232.2,224,22.42,234.2,42,22.02,292.4,42,4.22,20.3,4,2.43,0,False
977-7569,222,0,224.3,220,29.42,92.2,42,2.29,222.2,204,9.44,9.2,2,2.32,4,False
796-9968,42,0,203.3,23,24.22,222.2,49,22.44,244.4,224,20.32,9.3,4,2.49,2,False
779-5778,242,0,294.4,203,42.43,224.4,92,20.92,232.2,229,2.29,22.3,2,4.24,4,False
798-7785,229,22,222.2,92,43.92,244.2,42,22.29,249.4,44,3.22,22.4,2,4.04,0,False
777-8688,23,0,209.4,49,44.32,222.4,44,22.39,92.2,202,2.24,4.4,2,2.44,2,False
977-7676,99,0,94.2,204,23.22,202.2,202,22.32,243.0,222,3.22,4.3,4,2.42,2,False
977-6779,23,23,222.3,220,43.24,204.2,42,22.22,242.3,220,3.03,4.2,2,2.29,2,False
977-9559,232,0,242.3,220,22.42,222.4,93,22.93,234.4,92,2.42,22.2,2,4.0,2,False
958-7795,229,0,234.2,222,24.34,222.2,229,24.24,42.3,200,4.32,22.4,2,4.29,2,False
789-7975,223,0,223.2,224,22.49,223.3,224,24.02,222.3,202,9.42,2.4,4,2.22,2,False
797-7779,30,0,244.0,220,42.22,203.2,94,22.42,204.4,229,9.22,22.2,3,4.0,2,False
978-7798,224,0,204.4,222,22.43,224.9,224,20.9,232.2,94,2.24,3.2,2,2.24,0,False
799-6995,22,24,222.2,20,29.02,242.4,203,24.23,233.2,204,2.4,20.3,2,2.43,0,False
777-6559,20,0,220.2,44,29.02,229.2,204,24.22,242.9,49,22.39,4.2,9,2.22,4,False
777-7587,224,0,222.4,24,29.44,222.3,92,22.22,202.0,34,2.49,20.9,2,2.92,0,False
779-9677,242,40,292.4,202,44.04,224.2,204,20.32,422.2,222,22.4,2.2,4,2.92,2,False
769-9789,33,42,242.4,222,42.94,229.4,90,22.04,242.4,224,4.94,22.0,4,4.22,2,False
976-7975,40,23,402.2,92,42.22,249.2,24,22.3,222.9,209,2.42,4.0,4,2.23,0,False
779-7899,22,0,224.2,203,20.09,232.2,243,22.22,222.2,203,9.32,22.2,4,4.29,4,False
767-7998,240,0,242.0,94,23.24,204.9,203,22.4,244.2,24,20.42,22.9,2,4.24,2,False
755-9895,224,0,244.4,202,23.22,224.2,49,24.22,242.9,32,20.22,2.3,22,2.04,2,False
787-6998,49,0,224.3,204,22.44,224.0,90,24.22,242.2,204,4.24,4.2,4,2.23,2,False
769-5655,204,0,299.4,202,44.44,222.2,92,29.03,220.2,42,3.4,24.2,2,2.2,0,False
789-7877,42,0,242.9,44,23.42,240.4,242,24.42,242.4,202,4.93,22.4,4,4.23,2,False
778-8967,233,0,204.2,42,42.44,232.2,220,22.24,242.0,222,4.92,9.2,4,2.24,2,False
765-7778,209,0,222.2,224,42.22,224.4,222,24.42,233.0,44,22.92,20.9,4,2.92,2,False
975-7799,22,49,92.4,94,24.24,222.2,224,24.04,232.2,44,2.42,4.4,2,2.42,2,False
755-9588,242,42,223.4,24,43.43,202.2,222,4.39,222.0,44,2.44,4.3,2,2.42,0,False
755-8585,24,0,294.2,49,42.42,292.2,90,23.42,243.4,202,4.49,9.2,2,2.32,2,False
775-5885,90,0,224.2,204,29.22,249.4,34,23.09,222.4,222,22.24,22.2,2,4.42,4,False
755-6976,222,43,233.2,42,24.24,244.4,209,20.4,204.4,92,2.9,22.2,2,4.02,4,False
797-6777,202,24,232.2,202,22.42,242.0,40,24.44,229.2,200,4.42,2.4,22,2.92,2,False
775-7878,22,0,202.4,92,44.44,294.2,220,23.34,242.4,222,4.42,24.2,2,4.42,0,False
755-6978,32,44,224.2,49,22.22,224.2,202,22.3,222.0,243,22.44,2.4,3,2.04,2,False
787-5868,222,0,242.2,204,24.42,224.2,224,24.23,244.2,94,3.49,22.2,2,4.49,4,False
797-5685,242,42,292.4,42,42.39,234.4,242,22.04,204.0,22,9.24,9.0,2,2.24,2,False
758-6759,39,0,292.2,222,44.02,222.2,42,20.44,224.4,40,9.22,9.2,4,2.32,2,False
777-7579,224,0,222.0,92,44.42,222.0,202,24.24,222.4,202,9.32,9.4,2,2.34,4,False
796-9777,240,22,222.9,92,22.22,224.9,202,29.23,294.2,202,4.24,4.2,4,2.44,0,False
798-9777,222,23,220.4,92,42.29,249.4,223,20.43,242.4,209,22.22,4.9,9,2.49,2,False
975-9799,29,0,242.2,222,23.23,224.0,24,22.44,242.4,92,22.34,9.4,2,2.42,2,False
778-7875,42,24,224.4,203,22.2,224.4,222,29.0,224.2,39,2.49,22.2,4,4.02,0,False
976-7676,229,0,243.0,43,23.42,43.0,223,2.23,234.4,202,2.44,4.9,4,2.2,0,False
759-7797,223,0,230.2,34,22.22,204.2,222,22.22,222.3,94,2.99,9.2,4,2.24,2,False
768-6868,44,0,244.2,94,49.92,242.4,29,22.2,244.9,23,22.42,2.2,2,2.92,2,False
985-6697,229,24,230.0,94,22.2,209.4,220,22.42,42.4,202,4.2,4.2,4,2.44,4,False
797-5777,24,0,244.2,34,42.04,234.9,49,22.2,204.2,22,9.23,24.2,2,4.43,2,False
979-7779,244,0,292.4,92,44.22,244.4,224,20.0,222.2,223,2.44,22.0,4,2.92,2,False
776-7879,200,0,222.4,222,22.24,240.0,94,22.04,242.4,224,3.02,3.9,2,2.43,2,False
797-7969,94,0,222.2,40,42.3,224.3,202,24.23,292.4,49,24.24,22.9,4,4.22,2,False
977-5778,24,23,224.4,43,20.24,224.9,224,24.24,242.3,99,4.92,24.2,4,4.32,2,False
766-7975,240,44,242.4,24,49.22,242.9,29,29.4,203.9,222,9.42,2.3,2,2.04,2,False
799-8895,200,24,224.9,90,43.2,242.9,92,22.92,240.2,242,4.22,22.3,2,4.24,2,False
768-5587,229,44,222.2,92,43.92,220.4,242,24.22,229.4,94,22.24,4.0,4,2.23,2,False
768-6789,43,0,44.4,93,22.2,222.2,34,24.29,429.2,24,24.22,22.3,4,4.2,0,False
759-5898,244,49,244.4,203,42.23,204.2,202,22.24,234.2,90,22.42,4.2,2,2.44,2,False
