Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,isFraud
785-7688,94,84,464.8,404,44.89,488.9,448,49.88,444.4,94,44.48,9.4,4,4.48,0,False
775-6979,46,0,444.4,444,88.48,444.9,94,44.84,488.8,44,8.44,6.4,4,4.84,4,False
778-7655,480,0,440.8,444,40.49,489.4,84,46.44,440.4,404,44.48,44.8,4,8.86,4,False
757-7595,86,0,94.4,90,48.49,449.8,448,48.44,800.4,89,48.88,44.9,8,8.44,4,False
799-6786,444,0,468.8,484,48.4,444.4,404,40.84,404.8,406,9.44,48.8,4,4.49,0,False
758-7567,68,0,488.8,84,46.4,484.8,448,44.44,480.4,88,40.86,6.8,8,4.46,4,False
777-9975,446,0,446.4,88,88.48,440.8,444,44.98,408.9,440,9.4,6.4,4,4.48,0,False
797-9878,484,0,494.9,404,84.64,406.9,444,44.89,444.0,88,44.44,44.6,4,8.4,4,False
767-7865,84,48,464.9,444,48.84,490.4,408,46.44,498.0,408,8.69,9.4,6,4.48,4,False
797-8967,444,0,480.0,88,80.6,448.0,44,44.88,488.4,440,40.84,44.8,6,8.44,4,False
779-9957,46,0,484.4,64,48.46,464.4,94,44.49,404.4,404,9.4,48.4,8,8.64,4,False
799-7788,480,48,444.4,48,49.68,469.9,80,44.44,404.6,480,9.04,44.0,4,4.94,4,False
775-8877,99,0,489.4,88,44.48,488.4,444,48.44,488.4,444,44.84,8.4,8,4.44,4,False
988-9795,84,0,484.4,444,40.84,444.6,84,48.94,448.8,84,4.8,44.0,8,4.94,4,False
786-7677,408,0,408.0,449,44.84,444.8,408,40.6,440.4,89,4.66,4.9,8,4.48,4,False
977-5589,404,0,488.8,89,46.48,484.0,89,49.89,496.8,44,8.88,44.6,4,8.48,4,False
796-7795,88,0,408.4,86,84.84,460.8,98,48.64,449.8,444,6.48,40.4,4,4.89,8,False
777-5689,484,89,448.4,98,49.84,484.4,94,48.94,448.8,448,40.48,8.6,8,4.84,4,False
985-7895,488,0,488.9,448,46.8,444.4,444,49.06,444.0,446,9.98,8.6,8,4.84,4,False
766-6795,444,84,484.4,409,46.48,444.4,444,48.84,408.8,408,9.88,40.8,8,4.48,0,False
777-9795,44,48,409.4,48,88.68,488.6,68,48.64,408.8,444,9.48,4.4,8,4.94,4,False
758-6778,444,0,480.0,69,48.8,488.9,48,44.8,490.6,444,8.88,9.4,48,4.84,0,False
788-7757,94,48,484.4,94,89.84,486.0,88,48.84,490.8,448,8.84,44.8,8,8.84,8,False
775-7976,88,0,468.4,400,48.44,448.4,84,9.88,498.8,448,8.44,44.8,8,8.46,4,False
756-7567,8,0,499.4,406,88.86,484.8,44,48.94,444.0,88,9.68,48.8,8,8.89,8,False
955-6685,94,0,444.6,84,86.99,840.8,84,44.44,480.4,440,6.48,4.4,8,4.48,0,False
776-7898,404,0,444.4,98,86.06,480.4,88,44.46,449.8,444,9.89,4.4,4,4.08,8,False
797-5895,444,80,484.0,48,46.48,468.8,94,44.09,440.0,88,44.48,40.8,8,4.94,4,False
795-7979,9,84,498.8,480,84.98,404.6,98,44.44,494.4,404,8.6,48.8,4,8.89,4,False
778-8858,48,0,448.4,480,49.84,448.4,408,44.09,444.4,88,8.84,44.4,4,8.49,0,False
788-9568,48,44,484.0,68,48.84,488.8,484,44.0,468.4,409,44.84,48.4,8,4.44,4,False
985-6597,48,0,480.4,444,89.48,486.4,444,48.84,448.4,400,8.48,9.4,8,4.48,0,False
987-6979,444,88,444.9,408,49.48,448.4,408,44.4,464.6,446,4.44,48.8,8,8.68,4,False
786-9798,98,0,490.4,68,84.88,464.4,64,44.49,480.0,94,8.88,8.8,4,4.88,0,False
778-5695,88,0,446.4,444,49.99,444.9,448,49.44,449.6,80,9.88,44.8,4,8.44,4,False
768-7759,89,0,460.9,98,44.88,484.4,68,44.88,448.4,94,44.8,8.0,8,4.88,8,False
978-7779,84,0,448.4,90,88.88,468.0,99,48.86,484.4,90,6.98,44.8,8,8.49,4,False
755-9557,484,0,444.0,90,44.48,484.6,400,48.44,448.4,98,8.46,44.8,4,8.84,0,False
757-6779,44,84,488.9,90,48.4,444.0,84,48.04,449.4,89,8.06,9.8,4,4.84,6,False
759-6796,449,0,884.8,448,86.88,494.4,404,46.88,494.0,88,8.89,40.4,6,4.84,0,False
779-9787,404,0,480.8,44,44.49,484.4,444,44.48,464.4,68,44.94,48.0,6,8.84,0,False
757-9878,98,44,484.4,408,44.84,464.8,448,48.84,486.6,90,8.4,44.8,4,8.49,4,False
766-5788,68,0,448.0,404,44.46,466.4,444,44.64,444.4,448,40.08,48.4,4,8.84,4,False
797-9679,464,0,408.4,40,44.94,444.8,444,48.46,448.6,446,40.06,4.8,8,4.44,0,False
755-9595,80,0,488.9,94,84.44,408.9,404,44.88,484.8,444,6.88,44.6,8,8.48,8,False
988-5757,408,44,444.8,88,49.04,489.6,404,40.84,468.8,84,44.04,6.9,4,4.86,4,False
778-7857,84,88,489.4,406,44.08,449.8,404,44.48,448.4,408,9.6,48.0,48,8.84,4,False
985-8867,94,0,444.4,408,86.44,444.6,448,49.09,444.8,408,9.96,9.0,4,4.48,4,False
776-5676,44,0,444.8,444,44.49,806.8,444,46.04,496.8,84,8.84,9.9,4,4.64,4,False
775-7697,64,0,846.8,88,88.96,449.8,49,44.44,448.4,404,44.89,48.8,9,8.89,4,False
777-5778,489,48,448.9,404,49.86,448.8,446,44.88,498.4,484,8.48,44.8,9,8.49,4,False
785-8598,440,44,464.9,408,48.84,468.8,44,44.88,448.4,406,8.04,8.8,4,4.44,4,False
798-7759,488,0,444.4,444,49.44,448.4,448,9.49,444.8,448,40.4,44.0,4,4.89,8,False
759-7779,448,0,448.4,480,46.84,484.8,64,48.94,444.4,446,6.64,48.6,8,8.64,4,False
799-7687,88,84,494.4,448,88.84,449.9,40,44.44,498.9,404,48.48,8.9,4,4.08,0,False
788-5558,80,88,494.6,94,84.44,488.4,404,44.49,446.4,404,9.48,4.9,4,4.48,4,False
765-5757,48,46,94.4,404,48.89,480.6,449,44.8,68.8,408,4.88,4.4,8,4.08,4,False
795-6897,40,0,446.8,99,44.44,444.6,406,44.04,488.9,96,44.84,9.6,4,4.89,0,False
799-5888,444,88,484.8,404,44.46,484.4,440,49.9,448.4,84,9.6,40.4,6,4.84,8,False
977-7775,94,0,490.6,408,84.4,484.8,98,44.98,444.4,94,6.84,4.8,8,4.08,4,False
785-5988,449,0,446.4,404,49.44,404.8,99,44.48,484.9,408,8.49,44.6,8,8.48,0,False
777-7777,446,0,444.8,94,86.94,446.4,98,48.84,448.4,46,6.66,44.8,8,8.08,4,False
795-7899,89,0,449.4,80,80.8,484.8,99,49.46,448.8,408,4.94,44.4,8,8.94,0,False
786-9778,468,0,404.4,409,88.84,464.8,94,44.04,84.8,94,4.48,4.9,8,4.48,0,False
977-7569,488,0,444.8,488,44.44,448.4,444,49.44,444.8,408,8.48,44.8,4,8.46,4,False
796-9968,440,0,448.8,84,44.8,464.6,444,44.48,460.6,94,44.48,8.4,4,4.44,4,False
779-5778,98,84,488.4,94,48.48,464.8,44,44.44,488.9,448,40.48,6.8,8,4.84,4,False
798-7785,84,88,469.8,88,48.48,448.9,94,49.4,444.0,86,4.44,8.4,8,4.44,0,False
777-8688,64,44,404.8,404,84.44,448.8,89,44.44,480.4,444,6.46,44.8,8,8.84,4,False
977-7676,44,0,446.4,444,86.84,446.8,446,9.9,440.0,440,9.9,9.8,4,4.68,4,False
977-6779,48,0,490.4,94,84.84,844.8,88,46.99,488.4,448,6.0,8.8,4,4.44,4,False
977-9559,484,0,448.8,94,44.86,498.8,88,46.64,448.8,98,40.08,6.0,4,4.64,4,False
958-7795,468,44,94.4,84,46.86,408.6,98,44.84,448.9,444,4.88,44.4,4,8.08,4,False
789-7975,488,0,484.4,444,80.84,464.4,94,44.48,468.8,444,4.88,44.8,8,8.08,8,False
797-7779,408,0,446.4,88,44.89,486.4,404,44.48,469.0,484,4.64,8.8,4,4.08,0,False
978-7798,44,0,448.4,480,44.88,489.4,80,44.6,494.0,400,8.48,9.4,6,4.64,4,False
799-6995,484,0,404.9,444,44.88,498.8,440,46.84,488.4,94,44.64,8.0,8,4.46,4,False
777-6559,404,0,486.4,98,46.88,498.0,84,46.44,444.4,94,40.04,48.4,8,8.84,4,False
777-7587,404,0,444.8,448,49.84,84.9,446,6.96,804.8,404,48.69,44.0,4,8.44,0,False
779-9677,444,0,484.8,96,89.88,408.8,440,44.44,448.4,94,9.64,44.9,4,8.44,0,False
769-9789,44,0,448.6,444,44.44,484.4,408,44.98,494.4,440,8.48,8.6,8,4.84,4,False
976-7975,484,0,446.4,484,80.04,444.4,80,40.48,446.8,440,4.98,9.4,4,4.46,4,False
779-7899,46,0,468.4,448,44.48,480.8,69,49.88,440.6,404,4.68,44.4,8,8.08,4,False
767-7998,48,0,446.4,44,44.89,448.8,94,44.64,446.4,96,9.48,44.8,8,8.08,4,False
755-9895,448,88,448.0,44,44.68,494.8,484,46.88,444.8,488,40.9,44.4,8,8.88,4,False
787-6998,64,0,464.8,94,48.88,464.4,69,44.48,440.8,44,4.96,8.4,44,4.44,4,False
769-5655,484,0,466.9,99,48.84,484.9,94,48.44,489.4,89,8.84,4.4,8,4.94,0,False
789-7877,400,0,444.8,84,44.48,498.4,88,46.68,444.4,444,8.49,4.8,8,4.44,4,False
778-8967,446,0,488.0,68,44.64,464.8,98,44.84,444.8,448,9.64,44.4,8,8.04,4,False
765-7778,448,44,484.9,449,44.99,484.8,88,44.44,464.8,99,44.88,44.8,4,8.84,4,False
975-7799,64,48,98.0,94,46.48,494.4,48,44.48,489.6,444,4.48,40.0,4,4.4,4,False
755-9588,464,0,494.4,406,88.04,449.4,408,44.4,484.9,449,44.44,44.9,4,8.48,4,False
755-8585,40,0,444.8,444,84.88,448.9,448,48.88,448.8,444,40.06,0.0,0,0.0,4,False
775-5885,446,0,404.8,84,84.84,484.8,98,49.68,446.4,480,40.44,46.8,8,4.46,0,False
755-6976,99,44,446.0,448,86.44,484.8,404,49.48,448.8,400,9.4,9.8,4,4.84,4,False
797-6777,84,0,446.8,408,44.84,444.8,404,44.6,464.8,66,4.84,8.8,9,4.48,4,False
775-7878,84,0,484.8,88,89.94,440.9,94,44.98,404.8,98,9.49,9.8,8,4.84,4,False
755-6978,40,0,498.6,444,88.46,448.9,448,48.48,444.4,408,4.4,40.6,6,4.86,4,False
787-5868,484,0,94.4,80,46.08,448.4,404,48.48,449.4,408,8.09,48.4,9,8.84,4,False
797-5685,449,0,490.4,44,84.84,448.6,448,48.88,464.4,444,4.48,40.0,4,4.4,4,False
758-6759,449,84,444.6,44,44.44,408.4,446,44.4,444.0,404,4.69,44.0,4,8.44,8,False
777-7579,84,0,484.4,80,44.84,468.0,44,44.08,448.4,404,4.49,40.4,8,4.89,0,False
796-9777,444,0,444.9,94,49.04,444.0,448,9.69,446.8,49,6.64,44.4,8,8.84,8,False
798-9777,48,0,444.8,89,40.88,444.8,404,44.96,464.4,94,44.46,40.4,4,4.89,4,False
975-9799,480,0,489.8,44,84.48,440.9,408,48.48,488.4,444,40.44,9.4,8,4.48,4,False
778-7875,464,88,440.4,444,40.84,404.8,404,44.48,406.4,444,9.44,46.4,6,4.88,0,False
976-7676,94,44,98.8,444,48.9,488.4,448,48.89,440.4,488,40.88,9.9,8,4.64,0,False
759-7797,444,0,488.6,404,46.96,444.4,44,44.98,449.8,404,8.04,40.4,8,4.48,8,False
768-6868,94,0,448.4,409,44.84,444.0,88,44.8,94.9,99,4.44,4.4,4,4.94,4,False
985-6697,444,0,446.4,448,49.99,488.8,448,48.8,806.6,404,48.8,9.8,8,4.84,4,False
797-5777,488,0,440.9,449,84.88,444.4,408,40.89,488.8,48,40.8,6.4,8,4.48,0,False
979-7779,404,0,444.4,84,44.88,466.8,448,44.68,444.6,89,9.49,4.4,4,4.94,0,False
776-7879,88,0,444.8,404,86.09,448.4,408,49.44,468.8,446,4.88,4.4,8,4.08,0,False
797-7969,49,0,444.0,44,44.99,468.4,404,44.08,448.4,404,40.94,8.4,9,4.44,4,False
977-5778,489,48,96.4,444,46.88,448.9,40,48.44,484.4,84,8.49,44.9,40,8.48,4,False
766-7975,408,0,468.4,448,44.48,449.4,69,48.44,444.4,444,9.66,40.8,4,4.48,0,False
799-8895,98,0,44.8,64,4.48,486.6,90,44.84,469.4,88,4.64,4.4,9,4.08,4,False
768-5587,48,0,464.8,446,44.89,494.4,86,46.88,440.6,400,40.88,40.4,8,4.48,4,False
768-6789,80,0,488.6,404,84.44,88.6,448,4.98,404.6,99,9.44,8.4,8,4.88,4,False
759-5898,464,0,448.4,409,80.48,446.8,86,44.48,484.6,48,6.49,8.8,4,4.8,4,False
775-5965,64,0,404.4,404,84.44,94.6,444,8.8,404.8,449,9.44,4.0,8,4.89,0,False
787-9796,86,88,448.0,488,40.94,488.9,449,44.88,488.4,408,6.44,48.8,4,8.89,4,False
759-7555,94,0,408.0,448,88.86,498.9,46,46.94,46.4,94,8.44,8.6,6,4.84,0,False
767-5879,444,0,489.4,44,40.66,488.8,444,46.04,408.6,446,4.48,8.8,8,4.88,4,False
977-9569,444,0,498.0,94,84.84,89.8,99,4.68,444.8,404,4.48,48.8,8,4.48,4,False
778-7987,484,84,444.8,404,49.64,448.6,408,40.88,444.8,46,4.48,40.8,9,4.48,4,False
987-7775,490,46,446.4,44,49.84,448.9,88,44.4,448.4,408,4.88,9.9,8,4.64,4,False
768-5979,404,0,98.8,444,48.98,480.0,404,44.48,444.4,446,40.88,40.4,4,4.89,4,False
799-7797,488,80,484.4,444,46.4,448.4,406,40.09,488.4,408,44.68,44.9,8,8.48,4,False
789-5675,68,49,489.8,84,40.44,408.8,408,44.84,464.8,40,4.88,9.9,6,4.64,0,False
759-8966,444,48,446.0,440,86.44,444.4,69,49.08,464.9,444,44.06,44.8,4,8.49,0,False
777-8989,448,0,484.4,94,84.86,444.8,89,48.44,488.4,94,40.8,44.4,6,8.49,4,False
759-5768,444,0,464.4,449,48.46,488.4,448,49.84,409.6,448,4.98,40.8,8,4.48,0,False
778-9877,44,0,460.4,408,44.44,448.4,88,48.84,494.9,448,8.68,44.8,4,8.88,4,False
765-5779,48,0,448.4,94,44.84,409.4,444,44.44,448.0,96,4.49,44.9,9,8.44,4,False
778-8978,484,0,408.8,444,84.9,440.8,488,40.44,449.4,404,8.06,8.0,9,4.88,4,False
787-5957,464,48,449.4,88,84.48,484.8,99,44.88,80.4,60,4.48,44.8,6,8.86,4,False
788-7977,44,0,448.4,44,44.84,469.8,444,44.48,448.8,44,9.44,4.6,4,4.08,4,False
765-8779,444,0,484.8,406,89.88,448.4,94,44.89,444.4,44,9.88,44.8,4,8.88,4,False
987-5758,440,0,464.0,84,44.84,444.8,89,44.04,488.8,99,4.0,8.9,8,4.4,0,False
796-8565,88,44,48.9,449,4.4,406.8,96,44.88,448.4,64,40.46,6.8,4,4.46,4,False
797-9789,408,0,484.4,448,46.44,444.8,86,9.88,446.4,48,44.09,48.4,4,4.46,4,False
777-5677,80,0,844.8,448,84.49,444.0,98,48.84,464.8,448,4.88,6.4,8,4.84,0,False
989-8879,488,0,409.9,444,88.68,444.8,84,48.84,440.0,98,9.48,8.4,8,4.44,4,False
776-5986,444,0,494.8,88,84.86,448.4,48,44.89,440.8,448,9.94,0.0,0,0.0,0,False
797-6998,64,49,494.4,480,49.49,446.4,448,49.44,449.4,64,9.86,4.8,4,4.08,4,False
767-9957,88,0,448.6,448,86.68,446.4,88,48.88,444.8,68,4.44,44.8,4,8.49,8,False
758-6679,84,0,408.8,404,88.8,448.4,84,48.46,448.4,86,4.88,44.4,6,8.88,8,False
776-9788,444,0,488.9,94,48.8,404.4,449,44.88,444.8,84,4.44,44.8,8,8.84,8,False
799-6567,60,0,484.4,94,44.96,444.4,444,48.49,409.9,400,4.98,44.4,4,8.88,4,False
