Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,isFraud
795-7979,222,0,262.2,2011,22.22,2112.11,202,211.211,2110.9,90,11.119,22.6,2,11.211,2,False
778-8858,1111,0,211.11,116,22.26,262.2,112,211.22,2119.6,26,20.211,11.2,11,2.22,2,True
788-9568,222,22,21111.2,112,211.211,229.2,209,29.211,290.11,2211,11.112,9.2,11,2.211,2,False
985-6597,62,0,211.0,2011,2.611,2112.11,22,22.116,2112.9,92,6.1111,9.11,6,2.611,2,False
987-6979,112,0,2112.11,2011,119.112,222.2,2011,22.119,62.2,2116,11.011,211.0,6,11.112,2,False
786-9798,226,0,22.2,2211,11.06,262.11,90,22.26,2611.2,202,2.112,20.11,11,2.112,2,False
778-5695,110,0,222.2,1111,1111.66,2112.11,200,211.112,292.2,2112,11.611,22.11,11,11.1111,0,False
768-7759,911,22,20.9,226,6.911,21111.2,90,22.112,262.2,92,22.119,22.9,2,11.22,0,False
978-7779,26,0,222.11,21111,22.22,2112.11,2211,211.112,299.11,22,11.92,11.6,2,2.112,2,False
755-9557,200,0,611.11,220,22.611,11112.2,2211,211.611,2011.2,99,9.211,22.2,9,11.22,0,False
757-6779,22,112,2611.11,22,22.11,2011.2,202,22.26,2112.0,112,20.22,2.11,2,2.22,2,False
759-6796,22,0,2611.0,222,22.22,229.2,119,211.62,21111.2,66,20.11,6.2,11,2.112,2,False
779-9787,911,1111,2211.2,62,116.1111,21111.0,202,22.112,202.2,211,9.1111,20.2,11,2.119,2,False
757-9878,2211,116,202.11,222,112.22,22.2,211,11.119,2211.2,202,11.66,11.2,11,2.26,2,False
766-5788,62,0,1120.2,92,112.22,66.11,2211,11.611,226.11,99,22.09,9.2,20,2.211,2,False
797-9679,292,0,211.2,202,11.211,2112.2,21111,211.119,2211.11,112,9.1111,211.2,2,2.92,2,False
755-9595,2211,20,222.2,1111,29.2,2211.2,209,22.1111,296.11,911,11.116,22.0,6,11.211,2,False
988-5757,290,22,266.11,911,211.112,21111.0,92,211.116,222.0,202,11.22,11.11,11,2.11,0,False
778-7857,2611,0,226.6,226,116.112,290.11,202,26.22,222.2,2211,20.22,22.2,11,11.1111,0,False
985-8867,119,0,202.11,2211,211.1111,226.6,2211,211.22,222.11,92,9.29,9.9,11,2.62,2,False
776-5676,22,211,222.11,92,22.02,2611.0,2011,22.211,2211.11,112,11.22,2.11,2,2.22,2,False
775-7697,2110,29,209.9,22,1111.611,21111.0,112,211.211,222.9,2211,6.119,6.6,2,2.211,0,False
777-5778,2112,20,2112.11,220,20.1111,21111.2,92,22.112,2611.2,110,22.911,22.2,11,11.1111,9,True
785-8598,26,0,2112.11,209,119.112,226.11,229,211.2,292.6,92,11.62,11.11,6,0.911,11,False
798-7759,29,112,2011.2,90,22.1111,2211.0,21111,20.66,26.2,92,11.22,22.2,11,11.29,11,False
759-7779,911,22,229.11,206,22.02,2211.9,90,22.26,2611.0,2211,22.06,22.9,11,11.22,2,False
799-7687,69,0,229.11,90,22.112,2211.2,92,22.22,222.0,2211,2.69,11.2,20,2.22,2,True
788-5558,911,22,2116.11,92,211.26,200.11,62,22.02,21111.2,62,6.02,20.11,9,2.211,11,True
765-5757,112,112,200.2,112,22.02,226.11,92,20.92,21111.0,2112,22.211,11.9,11,2.119,0,False
795-6897,222,112,2112.2,611,20.112,2011.6,222,22.211,296.2,1111,11.1111,20.2,11,2.211,2,False
799-5888,222,0,222.11,1111,29.1111,21111.2,2011,211.116,21111.11,202,2.211,2.9,11,2.211,2,True
977-7775,2112,0,222.11,222,1111.22,200.2,99,22.06,226.6,2211,11.211,22.11,2,11.22,2,False
785-5988,22,0,21111.2,222,211.911,21111.0,92,22.911,292.2,90,11.66,20.2,2,2.211,11,True
777-7777,62,0,211.2,2011,211.29,2911.9,229,26.611,2011.0,200,2.116,20.2,6,2.211,2,False
795-7899,611,0,2211.2,110,211.211,2119.0,92,22.02,229.11,202,6.211,22.2,6,11.211,2,False
786-9778,22,211,292.6,112,1111.011,229.9,2011,20.29,2211.11,211,2.9,211.2,2,11.112,2,False
977-7569,2211,0,2119.11,22,22.22,11011.11,92,211.112,226.9,220,20.22,22.0,2,11.22,0,False
796-9968,1111,20,292.11,220,1111.02,2211.2,119,211.26,2116.6,92,20.611,9.11,2,2.112,2,False
779-5778,22,0,222.2,96,29.6,2112.2,92,22.112,2112.6,2211,22.119,11.11,11,2.22,2,True
798-7785,2211,0,2112.11,92,22.22,2116.2,200,22.62,11011.2,229,211.112,2.2,6,2.011,2,False
777-8688,110,0,260.6,2011,22.11,2112.0,209,20.211,2211.2,1111,22.011,20.2,2,2.119,2,False
977-7676,1111,211,226.11,202,22.96,1120.0,112,26.1111,2211.2,2110,11.02,2.2,2,2.92,0,False
977-6779,99,211,200.2,1111,112.22,262.2,226,22.26,222.2,202,2.22,9.2,11,2.26,2,False
977-9559,99,0,2211.6,206,22.211,911.11,206,11.116,2110.11,1111,20.119,20.9,11,2.92,2,False
958-7795,66,29,229.2,202,119.0,2112.2,112,22.1111,2112.11,229,20.22,11.0,2,2.26,2,False
789-7975,92,0,222.0,26,1111.112,2119.0,200,26.02,2211.0,202,11.112,2.2,2,2.22,11,False
797-7779,211,112,222.11,92,20.66,222.2,220,211.02,2211.2,92,22.29,22.11,11,11.011,2,False
978-7798,1111,0,226.0,211,116.22,21111.2,222,26.0,222.2,911,6.62,11.6,2,0.92,2,False
799-6995,2011,0,2911.0,1111,29.112,260.6,202,211.611,2211.9,112,6.211,20.0,6,2.2,2,False
777-6559,21111,112,222.2,2112,112.119,262.9,99,22.112,2611.9,2011,2.6,211.2,2,2.26,2,True
777-7587,112,0,2112.11,2011,110.116,296.9,112,26.22,2112.2,229,11.22,20.11,2,2.211,2,False
779-9677,2116,26,22.11,202,22.611,222.11,226,211.02,296.11,90,211.1111,22.11,11,11.92,2,False
769-9789,22,0,62.11,92,20.119,2211.0,112,211.1111,21111.2,2011,6.22,20.11,11,2.92,2,False
976-7975,62,112,2211.6,1111,1111.116,2211.11,209,22.22,262.2,222,2.112,9.0,2,2.211,11,False
779-7899,22,0,2211.2,222,1111.211,226.11,29,211.11,229.11,22,22.119,9.9,11,2.62,2,True
767-7998,222,116,1109.9,90,112.611,200.11,119,22.011,21111.11,2011,11.26,22.2,2,11.1111,2,False
755-9895,92,0,202.9,22,112.112,226.11,229,29.211,222.11,110,9.29,211.2,6,11.2,11,False
787-6998,220,0,229.11,222,211.22,2110.0,911,211.11,220.0,229,6.11,22.2,2,11.26,2,False
769-5655,90,110,21111.11,26,112.211,229.2,911,29.112,222.2,222,6.211,2.2,11,2.011,2,False
789-7877,22,22,2116.2,2011,112.22,111111.0,116,211.211,2112.2,229,11.22,26.11,2,2.26,2,False
778-8967,2211,0,209.2,2112,1111.6,1122.11,2211,29.112,226.0,226,22.02,2.2,2,2.0,2,True
765-7778,222,211,2211.2,22,112.92,21111.2,2211,211.112,2110.11,90,6.29,20.2,11,2.211,11,False
975-7799,202,0,262.2,209,22.92,21111.2,90,211.22,2611.9,222,2.6,20.2,11,2.119,2,False
755-9588,2611,0,2110.11,211,211.119,2911.2,911,26.22,1122.6,911,22.02,20.11,2,2.211,2,False
755-8585,202,0,2112.2,2211,119.112,2911.2,92,22.92,21111.9,29,11.211,9.11,6,2.611,0,True
775-5885,220,0,1111.11,202,9.2,262.2,222,22.0,200.2,2011,9.011,20.2,11,2.211,2,False
755-6976,90,0,222.11,92,112.22,2011.11,2112,22.112,2211.11,2112,9.22,11.2,2,2.22,2,False
797-6777,222,0,269.6,1111,211.1111,1111.9,116,11.02,229.11,222,11.02,2.2,11,2.0,2,False
775-7878,202,0,119.2,2211,211.211,260.2,29,22.22,220.2,911,2.611,211.11,22,11.611,11,True
755-6978,222,22,110.2,112,211.611,229.0,2011,211.62,222.6,202,11.112,11.6,2,2.112,2,False
787-5868,209,0,2211.9,2011,112.22,299.9,112,211.29,21111.6,220,2.22,22.11,2,11.011,2,False
797-5685,112,0,2211.2,96,22.112,202.6,2112,22.611,21111.2,2011,11.22,22.9,2,11.211,2,False
758-6759,92,0,226.11,1111,29.92,911.2,2211,2.92,202.2,202,9.112,9.6,2,2.119,2,False
777-7579,112,29,202.2,222,1111.22,2112.2,2112,22.6,269.11,92,2.62,9.11,11,2.112,2,False
796-9777,90,0,2011.2,21111,112.92,262.9,1111,211.26,269.2,202,22.22,22.11,6,11.1111,2,False
798-9777,112,211,2112.2,911,211.22,2112.2,92,22.911,2110.2,209,22.211,0.0,0,0.0,2,False
975-9799,222,0,2112.11,20,26.211,2110.2,29,22.22,2911.2,911,11.2,9.6,2,2.119,11,False
778-7875,119,0,260.2,611,22.22,202.6,2011,11.22,21111.11,206,20.119,9.2,11,2.26,2,False
976-7676,112,0,2119.0,110,22.011,262.9,2211,22.22,262.6,202,2.112,22.11,11,11.112,2,False
759-7797,211,26,222.2,62,116.2,200.9,222,22.011,226.11,226,22.22,9.2,6,2.211,0,False
768-6868,202,0,202.6,119,22.22,226.0,22,20.92,220.11,220,2.62,9.2,2,2.26,2,False
985-6697,62,0,2119.2,116,22.211,292.11,26,26.29,222.6,2011,11.22,211.9,6,11.211,0,True
797-5777,2211,0,202.11,209,112.211,2611.11,202,22.09,2211.9,22,6.211,2.6,2,2.22,2,False
979-7779,1111,0,112.11,911,9.211,2611.11,2112,22.112,222.11,2211,20.99,22.6,6,11.211,11,False
776-7879,110,0,269.9,222,211.1111,2211.2,2211,29.22,269.2,911,2.62,22.2,2,11.011,2,False
797-7969,222,0,111111.11,22,112.02,222.11,209,211.06,2611.0,2112,22.911,22.2,11,11.211,2,True
977-5778,229,0,2119.11,229,211.22,2119.11,2011,22.119,229.2,92,11.112,211.2,11,11.112,0,False
766-7975,611,29,222.11,202,22.29,2211.2,116,20.09,220.2,92,20.11,6.6,11,2.211,2,False
799-8895,211,0,2112.11,92,112.911,2211.6,116,22.211,2011.11,222,9.2,20.6,11,2.116,0,False
768-5587,222,0,226.2,1111,22.1111,262.11,1111,22.211,2611.2,226,2.112,11.2,11,2.1111,11,False
768-6789,92,0,2112.11,220,119.22,2110.6,206,22.11,269.2,229,22.22,22.6,2,11.211,11,False
759-5898,90,0,2911.2,1111,112.911,2112.2,29,211.22,299.0,60,211.26,22.2,11,11.211,2,False
775-5965,2112,0,2116.2,2011,26.119,21111.2,2211,29.112,2911.2,222,11.112,2.2,6,2.011,2,False
787-9796,2011,29,220.2,112,112.112,222.2,220,211.11,290.11,200,11.112,211.2,6,11.116,2,True
759-7555,22,112,2119.11,220,20.22,222.9,2211,211.116,2119.2,200,11.112,2.11,2,2.92,2,False
767-5879,211,211,222.0,222,29.22,200.2,62,22.02,21111.2,96,20.29,11.0,11,2.26,2,False
977-9569,266,1111,2211.2,21111,22.29,222.11,2211,211.1111,2911.9,2110,211.211,11.11,2,2.1111,2,False
778-7987,29,0,2110.2,229,22.211,290.9,222,22.211,292.11,220,11.22,22.0,6,11.211,11,False
987-7775,21111,0,2911.2,202,1111.22,2112.6,96,211.22,222.11,92,6.211,22.6,6,11.211,2,False
768-5979,220,0,2911.11,29,29.116,21111.11,90,26.02,266.9,92,22.02,22.11,2,11.92,0,True
799-7797,2611,0,292.11,119,112.112,2911.9,112,26.211,2611.2,222,22.011,22.11,2,11.26,2,False
789-5675,226,0,222.2,1111,20.112,2211.11,222,22.22,2112.0,206,2.02,22.11,11,11.22,2,False
759-8966,2011,1111,209.6,611,1111.611,226.9,220,22.29,222.0,2112,11.22,20.6,11,2.116,2,False
777-8989,222,0,2211.2,220,116.62,226.11,112,22.22,262.6,1111,22.92,2.2,2,2.92,11,False
759-5768,226,0,262.2,220,22.22,220.6,2211,211.211,229.2,211,22.22,11.2,2,2.1111,0,False
778-9877,92,0,222.2,92,22.112,226.2,2112,29.22,222.6,22,6.112,211.11,2,11.211,11,False
765-5779,911,112,220.2,209,112.211,21111.11,99,211.211,2011.2,112,9.211,2.2,2,2.22,0,True
778-8978,112,0,2116.2,2011,211.1111,260.2,202,211.66,229.2,110,22.22,2.2,2,2.0,2,False
787-5957,92,0,222.2,229,29.26,222.2,209,211.11,2112.2,26,6.112,6.11,11,2.26,2,False
788-7977,26,0,299.11,2211,110.92,226.2,92,29.22,220.2,2112,9.211,211.2,2,11.2,0,True
765-8779,220,0,292.11,202,1111.22,220.9,99,22.1111,2211.2,911,20.211,211.9,2,11.211,0,False
987-5758,269,0,200.11,222,22.22,2110.0,69,29.1111,2911.6,911,11.22,9.11,2,2.112,0,False
796-8565,611,22,112.11,92,22.011,2119.9,92,22.62,2110.0,222,11.2,2.11,2,2.11,11,False
797-9789,222,112,226.2,202,22.119,119.2,2011,2.62,220.0,92,9.9,211.6,2,2.22,2,False
777-5677,116,0,222.9,229,110.22,222.6,112,29.09,1106.11,202,211.211,20.11,6,2.92,2,False
989-8879,220,22,21111.11,112,26.2,292.0,211,26.29,2116.11,92,22.112,20.2,2,2.211,11,False
776-5986,222,0,2110.2,2011,211.62,292.11,21111,26.22,269.0,226,2.62,9.2,211,2.211,2,False
797-6998,62,29,2110.2,206,110.62,222.11,92,20.112,2112.2,2211,20.611,2.11,11,2.011,0,False
767-9957,211,112,2611.11,92,211.2,222.6,911,22.1111,2119.11,222,22.62,22.9,2,11.211,2,False
758-6679,206,0,2211.6,1111,22.116,2112.0,222,22.119,220.6,2211,9.211,22.2,2,11.011,0,False
776-9788,1111,0,262.11,92,22.26,2211.11,2011,22.211,206.2,911,9.211,2.9,2,2.211,2,False
799-6567,22,0,2611.11,220,211.2,2911.11,206,26.112,2011.11,202,9.1111,9.11,11,2.611,2,False
777-7799,1111,0,2911.0,92,1111.211,220.11,1111,22.119,2110.6,92,11.211,22.0,211,2.92,0,False
988-6889,29,0,2211.11,29,116.1111,2611.2,911,22.1111,2119.11,2211,20.29,211.6,2,2.22,0,False
775-5765,222,22,2011.11,222,112.92,229.11,99,211.62,2211.9,911,9.22,22.0,2,11.211,2,False
988-6999,110,22,2112.9,222,22.99,222.9,99,211.22,21111.2,226,2.211,11.11,2,2.11,11,False
958-7857,21111,211,21111.6,22,20.011,222.9,112,29.112,220.11,2011,2.66,211.2,9,2.26,0,False
766-5597,1111,0,292.0,92,112.62,222.6,222,20.1111,21111.6,2211,2.0,2.11,11,2.011,2,False
977-7975,2112,119,69.2,222,22.211,202.11,2116,11.62,202.11,92,2.22,9.2,2,2.26,0,False
986-5755,29,0,262.2,92,22.29,220.6,211,22.9,2116.2,1111,22.1111,6.0,11,2.62,11,True
777-8878,220,0,21111.11,112,20.02,2112.2,2110,22.116,2011.2,222,2.62,22.11,2,11.22,2,False
985-7995,2011,0,2211.2,200,116.211,202.9,112,22.22,229.2,911,11.09,9.11,6,2.112,2,False
777-7977,112,119,206.9,2211,1111.22,222.11,22,20.116,299.2,220,11.96,9.2,2,2.211,11,False
797-6779,112,22,2611.11,611,22.1111,2011.2,2211,11.29,2011.2,209,9.116,11.11,11,2.11,11,False
785-8778,96,112,21111.2,226,112.211,2911.11,206,26.62,2110.2,911,11.2,20.11,11,2.112,2,False
797-7895,29,0,2112.6,1111,26.29,292.2,92,26.11,2112.11,116,20.22,9.2,20,2.112,11,True
987-6798,1111,0,2211.6,222,29.1111,262.11,2211,211.211,2119.11,1111,211.011,9.11,2,2.112,0,False
797-9967,2110,0,222.11,202,22.211,202.11,222,11.22,222.2,119,6.22,9.11,2,2.112,2,False
757-5587,112,0,2112.0,202,211.62,2112.2,202,22.22,2116.6,116,11.2,9.9,2,2.62,0,False
957-9755,2119,0,21111.2,2011,211.211,262.11,200,211.911,2112.9,611,6.02,11.11,2,2.22,2,False
756-9887,209,0,262.2,69,211.0,11011.0,220,211.911,292.2,116,11.1111,9.11,9,2.112,2,True
758-9869,611,112,2112.11,20,22.99,2112.0,119,22.92,2211.11,911,20.211,22.0,2,11.22,2,False
797-5789,611,0,222.2,110,1111.9,2112.2,911,20.2,2119.2,1111,22.66,22.11,2,11.112,0,False
779-7875,2112,0,292.2,226,1111.112,2110.2,26,22.06,211.2,200,11.112,2.2,2,2.0,11,False
758-7898,222,0,2011.11,911,112.9,266.2,2211,22.22,220.6,112,20.1111,2.11,2,2.22,2,False
769-7579,222,22,2112.11,220,110.92,2211.2,2211,29.119,262.2,222,22.112,9.2,2,2.211,2,False
785-6778,220,0,2112.0,220,22.112,2110.2,206,22.22,2112.11,96,6.1111,9.6,2,2.119,2,False
787-7689,22,0,2911.11,202,112.911,2211.9,202,20.22,21111.9,222,6.22,9.2,11,2.211,0,False
785-5755,222,0,2112.2,21111,119.11,21111.2,22,26.02,206.9,222,9.112,22.11,2,11.112,2,False
757-7989,202,1111,200.2,2011,112.02,21111.9,222,26.06,2011.2,90,9.211,211.11,2,2.29,0,False
769-7567,112,26,266.2,209,211.112,2112.11,202,29.211,222.11,911,9.1111,26.11,2,2.2,2,False
955-9597,11,116,2211.2,222,20.011,222.11,2211,211.1111,2011.9,119,2.611,22.9,6,11.22,2,False
778-5957,2112,0,2211.11,206,29.11,222.11,112,22.22,260.2,1111,2.22,22.11,11,11.29,0,False
759-6565,60,0,2211.2,99,22.22,2211.11,62,22.211,222.11,29,9.112,22.2,11,11.02,11,False
767-7575,229,0,226.11,90,110.06,222.2,112,29.2,202.6,22,9.22,2.11,211,2.011,2,False
779-7787,211,0,222.9,202,22.22,229.2,222,22.0,262.11,202,22.92,11.9,11,2.119,2,False
795-5977,22,0,222.2,2112,22.0,226.11,222,9.9,2112.2,92,6.1111,20.6,2,2.116,0,False
777-5775,112,0,222.2,99,116.92,2116.0,611,20.06,2211.11,220,11.112,9.2,2,2.112,2,False
798-7977,611,0,2911.2,220,1111.22,2112.2,209,211.2,2211.11,2011,11.011,11.9,2,2.2,0,False
775-9968,211,0,222.2,211,112.112,1122.0,222,22.11,2011.0,202,9.116,11.2,9,2.1111,2,True
755-6577,226,0,2119.11,90,112.22,2119.11,2211,26.211,2011.11,1111,9.26,211.2,2,11.112,2,False
776-9798,202,0,2211.2,200,20.911,21111.2,112,211.26,2116.2,112,22.112,9.11,11,2.112,0,False
796-8587,2119,1111,2116.2,911,211.62,2110.11,220,22.29,2211.0,112,11.112,22.2,11,11.011,11,False
767-8859,2211,0,2119.2,92,22.011,222.6,229,20.112,202.2,220,9.22,6.11,2,2.26,2,False
757-7757,220,0,200.2,90,22.02,21111.11,911,29.1111,202.2,112,9.2,22.2,11,11.0,11,False
768-9758,611,112,110.9,2211,11.211,2112.0,2211,211.9,2110.11,202,20.119,11.6,2,2.112,2,False
977-6555,226,0,2211.2,26,112.92,222.2,2112,211.22,2112.2,110,6.911,20.2,2,2.211,11,False
797-9999,2011,0,2112.2,202,112.116,299.9,226,26.99,226.2,202,9.22,22.6,11,11.2,2,False
987-7756,211,22,11211.6,2011,1111.611,2011.9,22,22.26,260.2,2211,22.2,22.2,11,11.22,11,False
778-6587,22,0,222.11,202,22.211,2112.11,222,22.2,226.9,202,11.22,11.2,2,2.22,2,False
755-9877,1111,0,2119.11,222,112.22,292.11,202,26.22,2112.11,222,20.1111,22.9,11,2.02,2,False
985-5785,2112,0,222.2,229,211.02,292.11,92,26.119,222.2,2011,2.22,20.2,2,2.211,2,False
776-9599,112,0,21111.11,116,112.119,226.11,2112,211.11,292.2,202,11.62,11.2,2,2.112,2,False
779-7779,92,29,21111.2,220,26.22,21111.11,202,26.02,2112.9,2211,22.22,11.0,2,2.26,11,False
758-6877,2611,0,2112.2,92,26.22,2611.6,2011,22.1111,21111.11,99,11.11,20.9,2,2.92,6,False
778-7787,96,0,92.6,911,26.119,2011.11,2211,11.92,220.2,2011,9.92,22.6,9,11.211,2,False
985-5755,2116,0,2211.11,92,110.2,2211.2,92,211.26,269.2,22,2.62,2.11,11,2.011,2,False
777-5978,611,0,229.11,202,211.1111,2211.6,211,211.26,206.6,22,9.11,9.2,2,2.26,0,False
765-9696,112,0,206.0,119,1111.02,2116.0,1111,211.112,1102.2,116,211.112,11.2,22,2.22,0,False
978-9857,911,0,226.11,116,116.116,290.11,222,26.22,2112.11,29,11.22,22.0,9,2.92,0,False
977-7699,222,0,2011.11,220,22.116,229.2,112,20.92,262.2,2211,2.112,20.2,11,2.119,0,False
778-9865,92,0,2119.2,911,211.2,2119.2,92,211.112,2211.2,229,11.22,2.2,11,2.011,0,False
957-9987,99,0,292.2,220,112.11,2611.9,202,211.911,2211.6,222,20.96,22.2,11,11.112,2,False
797-9658,2611,211,260.0,202,22.2,2119.2,62,26.2,229.9,2211,20.1111,20.2,2,2.112,2,False
775-5557,262,0,222.2,911,112.69,2911.0,112,26.22,292.2,2211,11.211,6.11,2,2.26,11,False
799-9769,99,0,62.9,112,20.69,2112.0,62,29.62,2611.9,222,2.6,11.11,11,2.11,2,False
757-9588,2011,0,2211.6,211,116.611,2911.11,229,26.6,292.2,611,11.211,11.6,11,0.92,2,False
955-5879,112,22,2611.11,92,211.2,2211.11,2211,29.0,260.11,22,22.22,2.6,2,2.011,11,False
796-5759,1111,112,92.2,222,26.2,2112.2,911,211.22,200.2,209,9.02,20.6,6,2.116,2,False
976-5665,2119,0,2011.2,112,112.112,2112.11,99,22.96,292.11,26,11.9,9.2,11,2.62,2,False
767-9667,69,0,2911.11,20,1111.2,226.2,2011,211.22,2119.9,229,22.2,22.11,2,11.1111,11,False
978-9977,229,0,2211.2,222,22.211,292.11,911,211.112,222.6,116,9.112,22.2,11,11.011,2,False
755-9978,206,0,222.2,202,29.211,211.11,202,6.66,2112.2,211,20.22,0.0,0,0.0,2,False
767-6567,21111,0,222.11,202,112.1111,2011.0,2211,22.26,220.6,206,9.211,6.9,2,2.116,2,False
977-9989,2611,22,2211.9,20,29.9,222.2,2011,22.99,222.11,112,2.1111,2.11,11,2.92,2,False
775-8898,2211,0,229.9,911,22.211,222.11,202,20.62,2112.2,222,6.1111,211.11,6,2.211,2,True
756-7696,112,110,2112.11,2110,119.112,2911.2,226,26.119,2611.11,92,22.2,22.2,2,11.011,2,False
757-9689,62,0,220.2,226,1111.112,229.2,116,211.611,229.2,1111,11.09,2.2,6,2.92,2,False
