Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,isFraud
777-5778,26,0,229.6,23,39.03,203.2,203,22.23,266.2,92,2.23,20.3,2,2.92,0,True
785-8598,93,22,223.3,39,22.32,93.2,223,2.92,202.6,22,2.32,9.2,3,2.62,0,False
798-7759,32,0,233.6,202,23.36,299.0,93,26.92,202.2,232,9.23,2.3,2,2.22,0,False
759-7779,92,0,232.2,203,39.33,229.3,209,23.22,232.2,222,20.32,2.0,2,0.32,2,True
799-7687,32,0,232.3,229,30.36,230.2,222,22.22,236.3,223,3.39,3.3,2,2.3,2,False
788-5558,66,0,262.3,92,23.22,230.0,63,29.33,292.2,223,3.63,20.6,3,2.36,2,True
765-5757,93,32,222.0,203,20.32,223.9,93,23.62,226.2,220,20.2,22.0,2,3.22,2,False
795-6897,22,0,222.2,222,32.39,220.3,92,9.22,220.2,222,20.3,20.6,3,2.36,0,False
799-5888,96,26,223.3,203,22.29,292.2,39,26.32,263.2,96,2.23,9.9,2,2.62,2,False
977-7775,229,0,222.3,222,32.33,263.2,202,23.32,260.6,222,2.23,22.2,6,3.02,2,False
785-5988,23,0,233.2,30,32.23,222.0,223,20.32,202.2,200,9.06,2.3,3,2.03,2,False
777-7777,92,0,262.3,92,22.93,260.9,223,23.63,293.6,23,3.92,9.3,3,2.32,0,False
795-7899,22,0,226.0,23,22.32,209.2,29,9.32,222.2,203,22.23,6.3,2,2.32,0,False
786-9778,222,0,232.2,232,26.22,232.9,222,23.22,292.2,39,3.32,3.3,3,2.3,2,True
977-7569,233,0,222.3,203,22.62,232.3,32,22.36,233.0,33,6.03,20.3,3,2.23,2,False
796-9968,223,0,232.9,220,32.92,292.0,222,26.23,262.0,203,2.32,2.3,2,2.3,2,False
779-5778,23,0,223.3,90,30.2,222.2,22,22.0,203.0,99,9.22,3.2,3,2.22,2,False
798-7785,62,0,92.2,30,26.32,236.2,90,23.33,239.0,92,3.3,20.2,6,2.32,2,False
777-8688,33,0,239.3,33,22.22,222.3,222,20.6,263.3,22,2.6,3.2,2,2.26,0,False
977-7676,226,0,236.3,222,23.62,299.3,90,26.96,233.3,222,3.22,2.0,3,2.39,3,False
977-6779,26,0,269.3,22,23.32,222.0,32,20.32,229.2,92,9.32,20.0,3,2.2,0,False
977-9559,223,0,239.2,22,20.23,232.9,220,22.03,233.2,33,20.23,3.2,3,2.33,2,True
958-7795,222,0,222.3,99,29.26,260.0,203,23.6,222.2,202,9.36,3.0,2,2.33,2,True
789-7975,222,0,239.9,32,20.23,222.3,206,22.36,209.3,93,9.23,9.3,2,2.63,0,False
797-7779,223,32,222.3,23,22.29,292.3,29,26.36,239.3,32,20.22,26.0,6,2.32,2,False
978-7798,223,0,232.2,93,32.3,322.0,23,22.3,222.3,206,9.36,2.3,6,2.03,2,False
799-6995,222,23,206.9,226,33.22,262.2,226,22.22,222.3,222,2.23,9.3,22,2.32,2,False
777-6559,32,0,239.9,222,22.23,226.2,92,22.93,22.2,222,3.22,23.3,2,2.23,2,False
777-7587,200,0,203.3,222,32.63,233.2,26,22.06,292.3,33,3.33,22.3,3,3.33,0,False
779-9677,96,23,223.3,222,22.3,220.3,22,22.93,263.6,202,22.36,20.3,2,2.23,3,False
769-9789,222,26,222.6,220,32.62,230.2,223,22.02,200.0,203,9.0,22.3,3,3.03,2,False
976-7975,229,0,292.9,232,32.29,233.3,202,23.22,203.2,230,9.23,20.9,2,2.92,2,False
779-7899,263,0,222.2,229,20.32,223.2,203,9.62,230.2,92,3.22,22.3,2,3.33,2,False
767-7998,62,20,202.9,63,22.33,226.3,93,23.39,222.2,223,9.23,9.6,9,2.39,2,False
755-9895,220,0,223.2,92,29.22,296.3,206,26.23,209.3,223,9.22,22.2,3,3.02,3,False
787-6998,29,0,229.2,69,20.3,223.3,92,23.23,222.2,233,9.63,22.2,2,3.33,2,False
769-5655,26,0,230.3,200,22.33,260.6,90,22.23,293.0,202,3.23,23.3,2,3.39,2,True
789-7877,223,0,223.3,93,30.32,232.6,220,22.02,232.0,93,3.23,22.2,2,3.03,2,False
778-8967,222,0,223.2,22,22.33,232.2,92,23.23,239.2,92,22.66,22.3,2,3.26,2,False
765-7778,23,0,233.0,206,26.33,223.3,202,22.9,233.6,223,2.0,22.3,3,3.29,2,False
975-7799,62,32,233.2,202,29.03,203.3,202,22.32,203.2,29,9.22,3.6,3,2.32,0,False
755-9588,33,29,220.2,30,20.32,223.9,92,20.22,262.2,203,2.39,22.2,3,3.02,2,False
755-8585,233,0,290.3,223,32.33,302.3,96,23.62,222.6,232,9.66,3.0,3,2.26,2,False
775-5885,200,0,223.0,26,22.26,226.2,22,23.02,229.3,226,9.33,3.3,2,2.22,0,True
755-6976,223,0,233.0,93,26.33,330.6,206,23.2,239.2,223,3.32,23.3,3,3.63,2,False
797-6777,32,0,233.3,99,26.2,292.6,202,26.3,293.3,36,3.93,6.3,2,2.2,2,False
775-7878,233,22,223.2,222,26.23,232.0,99,23.09,223.3,222,22.06,22.3,6,3.32,2,False
755-6978,99,0,233.3,93,26.2,263.2,93,22.33,223.2,62,6.36,22.2,2,3.33,0,False
787-5868,39,29,233.2,222,22.63,222.2,32,23.3,232.6,203,3.92,6.3,3,2.32,2,False
797-5685,233,0,226.3,229,22.96,232.3,222,23.96,232.3,209,6.93,22.6,3,3.2,2,False
758-6759,33,0,263.2,202,23.22,296.0,226,26.66,329.2,220,23.22,9.6,2,2.39,2,False
777-7579,20,0,39.3,203,20.22,232.2,206,22.36,203.3,36,9.32,22.2,6,3.0,0,False
796-9777,33,0,233.3,226,23.32,236.0,233,20.06,229.2,220,3.06,9.6,2,2.39,3,False
798-9777,33,0,236.2,200,23.22,232.2,222,22.22,292.9,222,3.63,6.9,3,2.36,2,False
975-9799,23,0,222.3,222,29.92,202.2,62,22.09,202.9,32,2.36,22.2,3,3.29,2,False
778-7875,29,22,262.3,29,22.93,202.3,223,22.22,223.2,92,2.3,6.3,3,2.2,2,False
976-7676,33,0,222.9,202,22.22,222.2,222,23.03,202.2,26,9.2,22.3,3,3.33,0,False
759-7797,36,23,223.3,202,33.32,226.3,203,20.92,223.2,32,22.06,9.3,2,2.63,0,False
768-6868,92,0,229.0,223,23.33,223.3,203,20.33,260.0,92,22.2,3.3,3,2.22,0,False
985-6697,229,20,293.9,22,33.32,222.0,33,23.29,290.2,26,3.33,22.3,9,3.36,2,False
797-5777,92,0,236.2,223,23.39,223.9,200,23.23,222.2,202,20.02,22.2,2,3.0,2,True
979-7779,33,0,262.3,222,23.02,223.2,222,20.36,260.3,223,2.22,22.3,2,2.0,2,True
776-7879,60,0,93.2,33,26.69,230.3,69,23.32,223.6,69,20.06,9.3,2,2.32,2,False
797-7969,32,0,239.3,99,22.22,262.0,62,22.22,223.2,20,3.22,9.2,2,2.62,2,False
977-5778,22,23,290.6,36,32.2,220.2,222,23.22,230.3,30,3.22,6.0,3,2.62,3,False
766-7975,209,0,232.0,220,32.23,220.2,229,20.23,233.2,36,6.92,22.0,3,2.92,0,False
799-8895,90,0,262.3,223,22.32,220.6,202,23.23,236.6,92,6.23,9.6,3,2.39,2,False
768-5587,223,0,222.9,209,23.22,223.2,222,29.22,299.2,90,23.29,9.6,9,2.39,3,False
768-6789,222,23,206.2,209,23.09,203.2,223,9.29,203.2,222,9.33,20.2,3,2.23,2,False
759-5898,92,0,233.2,23,22.23,293.3,32,26.6,230.3,39,22.62,3.9,2,2.39,0,False
775-5965,203,23,293.3,33,32.9,220.2,90,23.22,222.2,222,22.26,3.3,3,2.3,0,False
787-9796,22,0,223.2,223,30.29,262.3,92,22.26,232.2,222,3.29,23.6,3,3.62,3,True
759-7555,232,36,226.2,203,33.23,232.6,223,23.22,233.3,202,22.63,20.3,3,2.32,3,True
767-5879,222,0,220.2,203,23.92,200.2,22,22.02,233.3,200,22.62,22.6,2,3.23,2,False
977-9569,36,32,20.9,263,22.03,266.2,222,22.22,222.9,203,22.02,22.2,3,3.0,3,False
778-7987,22,32,292.2,63,33.03,232.9,220,22.62,260.2,223,2.22,22.2,9,2.62,2,False
987-7775,22,0,220.3,226,20.33,262.6,33,23.99,220.2,206,20.33,20.6,2,2.36,2,False
768-5979,23,0,23.0,226,22.23,223.2,32,22.22,226.0,33,2.92,9.3,6,2.32,3,False
799-7797,229,0,69.2,222,22.23,236.3,200,22.39,232.2,33,3.23,6.3,3,2.2,2,False
789-5675,22,33,96.6,39,26.22,323.2,93,26.32,263.3,222,2.33,6.2,2,2.62,2,True
759-8966,239,20,222.6,202,36.23,233.2,232,29.93,262.3,232,2.33,22.3,22,2.0,0,False
777-8989,22,0,223.3,222,23.23,226.3,22,22.23,239.2,33,23.02,9.9,6,2.62,3,False
759-5768,30,0,233.2,206,23.33,262.2,206,23.22,223.2,220,20.23,22.2,3,3.26,2,False
778-9877,222,23,229.2,222,23.23,262.3,223,23.32,220.3,223,9.92,2.6,2,2.03,3,False
765-5779,220,0,229.3,232,23.22,262.2,93,23.92,292.2,222,23.26,3.2,2,2.29,2,False
778-8978,99,0,290.2,202,32.32,233.2,202,23.22,222.3,92,22.22,22.2,2,3.02,2,False
787-5957,266,0,232.2,203,30.32,233.3,32,22.32,222.3,92,3.03,22.6,6,3.23,2,False
788-7977,222,0,232.2,223,23.69,232.2,202,23.93,233.2,93,22.29,3.3,3,2.23,2,False
765-8779,22,0,233.2,226,26.22,223.2,63,22.26,232.2,92,22.33,3.2,2,2.29,0,False
987-5758,222,0,229.9,93,23.23,236.2,220,22.22,222.2,92,9.32,23.3,23,3.39,2,False
796-8565,33,0,222.3,232,32.29,232.3,202,29.63,223.3,23,20.06,22.0,2,2.92,3,False
797-9789,36,26,229.2,222,23.2,232.3,223,22.2,232.2,32,3.92,6.2,2,2.32,0,False
777-5677,202,0,233.3,203,39.23,222.6,232,23.32,226.9,206,6.62,22.3,3,3.26,0,False
989-8879,26,0,202.2,200,32.22,292.6,239,22.32,222.3,203,20.99,20.3,2,2.32,0,False
776-5986,263,0,222.9,226,22.29,209.3,63,22.33,223.2,226,20.23,0.0,0,0.0,2,False
797-6998,230,0,230.2,229,23.32,230.3,99,29.39,236.3,26,3.33,22.3,2,3.32,2,False
767-9957,23,0,203.9,229,33.32,232.2,232,22.23,230.2,220,22.62,22.3,2,3.26,0,False
758-6679,33,0,292.9,92,32.62,236.2,220,22.22,203.2,202,9.22,22.3,6,3.36,2,True
776-9788,92,0,230.2,223,22.22,260.6,222,22.23,222.2,93,20.99,9.2,2,2.32,2,True
799-6567,229,33,229.6,202,20.33,223.2,33,23.69,263.2,223,22.33,3.9,2,2.39,2,False
777-7799,23,0,223.6,93,26.32,222.6,226,9.22,230.6,220,22.23,3.2,2,2.22,2,False
988-6889,262,0,236.2,222,26.32,230.3,63,23.33,229.6,223,3.03,22.2,9,3.0,2,False
775-5765,93,36,223.2,232,30.33,223.6,202,23.23,226.3,32,3.22,3.0,2,2.26,2,False
988-6999,222,0,222.3,93,30.23,232.2,23,22.23,230.3,223,3.22,22.9,3,3.22,2,False
958-7857,23,0,222.3,62,33.92,203.6,229,3.93,223.9,63,2.92,9.2,2,2.62,2,True
766-5597,93,0,223.2,92,29.23,222.2,209,20.22,23.3,93,3.22,2.3,2,2.03,2,False
977-7975,226,23,222.3,202,29.23,290.3,203,26.23,220.2,222,20.32,22.6,2,3.2,3,False
986-5755,222,23,232.2,202,22.22,223.2,39,29.23,232.9,222,22.32,2.3,3,2.03,2,False
777-8878,93,0,226.9,62,36.32,202.2,220,22.63,222.2,220,9.93,22.3,3,2.23,2,True
985-7995,209,26,222.2,233,36.92,223.3,222,22.32,230.2,26,22.63,9.3,3,2.32,0,False
777-7977,30,0,206.3,92,33.02,232.9,93,23.22,263.6,32,22.36,22.2,22,3.33,0,False
797-6779,22,0,239.3,66,22.03,223.9,23,20.2,262.9,26,22.29,22.2,3,3.0,2,False
785-8778,236,32,223.2,33,22.33,236.6,63,20.22,222.3,220,20.23,22.2,3,3.03,2,False
797-7895,92,0,232.0,222,26.23,329.3,33,23.03,233.0,222,22.96,3.6,2,2.32,3,True
987-6798,223,22,236.6,69,32.22,222.0,226,23.32,232.9,233,20.32,22.6,3,3.23,2,False
797-9967,223,26,220.3,222,29.02,299.3,223,26.96,269.2,93,2.62,9.6,3,2.39,3,True
757-5587,293,22,222.0,202,22.03,202.9,32,22.23,203.2,229,9.23,22.3,3,3.32,2,False
957-9755,23,0,293.3,92,33.22,229.3,202,23.22,226.2,32,6.33,22.3,3,2.0,3,False
756-9887,62,0,222.3,202,29.33,202.3,92,22.22,220.3,90,20.32,9.2,3,2.26,2,False
758-9869,30,30,222.2,22,36.96,223.3,36,23.22,222.2,202,20.22,6.6,3,2.23,0,False
797-5789,60,29,263.9,223,23.2,223.3,92,23.32,203.2,32,2.36,22.0,22,3.23,0,True
779-7875,223,22,93.6,232,23.92,293.3,22,26.22,222.9,32,6.32,22.3,3,2.23,2,False
758-7898,96,0,93.2,200,26.69,302.2,33,26.22,232.3,220,3.22,2.6,2,2.03,2,False
769-7579,32,0,222.2,63,36.3,233.6,233,23.23,223.2,222,3.33,9.2,2,2.32,2,False
785-6778,32,0,263.2,92,23.39,222.2,200,29.2,269.3,99,2.63,22.9,3,3.23,2,False
787-7689,22,0,202.9,92,32.29,233.3,202,23.02,223.3,92,3.22,9.0,3,2.23,3,False
785-5755,222,0,262.2,203,22.22,232.3,202,23.23,230.9,90,3.39,22.6,2,3.23,2,False
757-7989,33,0,23.3,36,22.26,262.2,32,23.22,239.6,26,20.23,3.2,3,2.22,2,True
769-7567,222,22,233.2,32,23.23,229.2,209,29.23,290.3,223,3.32,9.2,3,2.23,2,False
955-9597,62,0,23.0,203,2.63,232.3,22,22.36,232.9,92,6.33,9.3,6,2.63,2,False
778-5957,32,0,232.3,203,39.32,222.2,203,22.39,62.2,236,3.03,23.0,6,3.32,2,False
759-6565,226,0,22.2,223,3.06,262.3,90,22.26,263.2,202,2.32,20.3,3,2.32,2,False
767-7575,30,0,222.2,33,33.66,232.3,200,23.32,292.2,232,3.63,22.3,3,3.33,0,False
779-7787,93,22,20.9,226,6.93,233.2,90,22.32,262.2,92,22.39,22.9,2,3.22,0,False
795-5977,26,0,222.3,233,22.22,232.3,223,23.32,299.3,22,3.92,3.6,2,2.32,2,False
777-5775,200,0,63.3,220,22.63,332.2,223,23.63,203.2,99,9.23,22.2,9,3.22,0,False
798-7977,22,32,263.3,22,22.3,203.2,202,22.26,232.0,32,20.22,2.3,2,2.22,2,False
775-9968,22,0,263.0,222,22.22,229.2,39,23.62,233.2,66,20.3,6.2,3,2.32,2,False
755-6577,93,33,223.2,62,36.33,233.0,202,22.32,202.2,23,9.33,20.2,3,2.39,2,False
776-9798,223,36,202.3,222,32.22,22.2,23,3.39,223.2,202,3.66,3.2,3,2.26,2,False
796-8587,62,0,320.2,92,32.22,66.3,223,3.63,226.3,99,22.09,9.2,20,2.23,2,False
767-8859,292,0,23.2,202,3.23,232.2,233,23.39,223.3,32,9.33,23.2,2,2.92,2,False
757-7757,223,20,222.2,33,29.2,223.2,209,22.33,296.3,93,3.36,22.0,6,3.23,2,False
768-9758,290,22,266.3,93,23.32,233.0,92,23.36,222.0,202,3.22,3.3,3,2.3,0,False
977-6555,263,0,226.6,226,36.32,290.3,202,26.22,222.2,223,20.22,22.2,3,3.33,0,False
797-9999,39,0,202.3,223,23.33,226.6,223,23.22,222.3,92,9.29,9.9,3,2.62,2,False
987-7756,22,23,222.3,92,22.02,263.0,203,22.23,223.3,32,3.22,2.3,2,2.22,2,False
778-6587,230,29,209.9,22,33.63,233.0,32,23.23,222.9,223,6.39,6.6,2,2.23,0,False
755-9877,232,20,232.3,220,20.33,233.2,92,22.32,263.2,30,22.93,22.2,3,3.33,9,True
985-5785,26,0,232.3,209,39.32,226.3,229,23.2,292.6,92,3.62,3.3,6,0.93,3,False
776-9599,29,32,203.2,90,22.33,223.0,233,20.66,26.2,92,3.22,22.2,3,3.29,3,False
779-7779,93,22,229.3,206,22.02,223.9,90,22.26,263.0,223,22.06,22.9,3,3.22,2,False
758-6877,69,0,229.3,90,22.32,223.2,92,22.22,222.0,223,2.69,3.2,20,2.22,2,True
778-7787,93,22,236.3,92,23.26,200.3,62,22.02,233.2,62,6.02,20.3,9,2.23,3,True
985-5755,32,32,200.2,32,22.02,226.3,92,20.92,233.0,232,22.23,3.9,3,2.39,0,False
777-5978,222,32,232.2,63,20.32,203.6,222,22.23,296.2,33,3.33,20.2,3,2.23,2,False
765-9696,222,0,222.3,33,29.33,233.2,203,23.36,233.3,202,2.23,2.9,3,2.23,2,True
978-9857,232,0,222.3,222,33.22,200.2,99,22.06,226.6,223,3.23,22.3,2,3.22,2,False
977-7699,22,0,233.2,222,23.93,233.0,92,22.93,292.2,90,3.66,20.2,2,2.23,3,True
778-9865,62,0,23.2,203,23.29,293.9,229,26.63,203.0,200,2.36,20.2,6,2.23,2,False
957-9987,63,0,223.2,30,23.23,239.0,92,22.02,229.3,202,6.23,22.2,6,3.23,2,False
797-9658,22,23,292.6,32,33.03,229.9,203,20.29,223.3,23,2.9,23.2,2,3.32,2,False
775-5557,223,0,239.3,22,22.22,303.3,92,23.32,226.9,220,20.22,22.0,2,3.22,0,False
799-9769,33,20,292.3,220,33.02,223.2,39,23.26,236.6,92,20.63,9.3,2,2.32,2,False
757-9588,22,0,222.2,96,29.6,232.2,92,22.32,232.6,223,22.39,3.3,3,2.22,2,True
955-5879,223,0,232.3,92,22.22,236.2,200,22.62,303.2,229,23.32,2.2,6,2.03,2,False
796-5759,30,0,260.6,203,22.3,232.0,209,20.23,223.2,33,22.03,20.2,2,2.39,2,False
976-5665,33,23,226.3,202,22.96,320.0,32,26.33,223.2,230,3.02,2.2,2,2.92,0,False
767-9667,99,23,200.2,33,32.22,262.2,226,22.26,222.2,202,2.22,9.2,3,2.26,2,False
978-9977,99,0,223.6,206,22.23,93.3,206,3.36,230.3,33,20.39,20.9,3,2.92,2,False
755-9978,66,29,229.2,202,39.0,232.2,32,22.33,232.3,229,20.22,3.0,2,2.26,2,False
767-6567,92,0,222.0,26,33.32,239.0,200,26.02,223.0,202,3.32,2.2,2,2.22,3,False
977-9989,23,32,222.3,92,20.66,222.2,220,23.02,223.2,92,22.29,22.3,3,3.03,2,False
775-8898,33,0,226.0,23,36.22,233.2,222,26.0,222.2,93,6.62,3.6,2,0.92,2,False
756-7696,203,0,293.0,33,29.32,260.6,202,23.63,223.9,32,6.23,20.0,6,2.2,2,False
757-9689,233,32,222.2,232,32.39,262.9,99,22.32,263.9,203,2.6,23.2,2,2.26,2,True
755-9587,32,0,232.3,203,30.36,296.9,32,26.22,232.2,229,3.22,20.3,2,2.23,2,False
796-5789,236,26,22.3,202,22.63,222.3,226,23.02,296.3,90,23.33,22.3,3,3.92,2,False
756-9787,22,0,62.3,92,20.39,223.0,32,23.33,233.2,203,6.22,20.3,3,2.92,2,False
799-5577,62,32,223.6,33,33.36,223.3,209,22.22,262.2,222,2.32,9.0,2,2.23,3,False
988-5775,22,0,223.2,222,33.23,226.3,29,23.3,229.3,22,22.39,9.9,3,2.62,2,True
989-9986,222,36,309.9,90,32.63,200.3,39,22.03,233.3,203,3.26,22.2,2,3.33,2,False
755-7777,92,0,202.9,22,32.32,226.3,229,29.23,222.3,30,9.29,23.2,6,3.2,3,False
977-9679,220,0,229.3,222,23.22,230.0,93,23.3,220.0,229,6.3,22.2,2,3.26,2,False
776-9579,90,30,233.3,26,32.23,229.2,93,29.32,222.2,222,6.23,2.2,3,2.03,2,False
765-5979,22,22,236.2,203,32.22,333.0,36,23.23,232.2,229,3.22,26.3,2,2.26,2,False
785-5879,223,0,209.2,232,33.6,322.3,223,29.32,226.0,226,22.02,2.2,2,2.0,2,True
958-7787,222,23,223.2,22,32.92,233.2,223,23.32,230.3,90,6.29,20.2,3,2.23,3,False
977-7798,202,0,262.2,209,22.92,233.2,90,23.22,263.9,222,2.6,20.2,3,2.39,2,False
787-8898,263,0,230.3,23,23.39,293.2,93,26.22,322.6,93,22.02,20.3,2,2.23,2,False
787-9787,202,0,232.2,223,39.32,293.2,92,22.92,233.9,29,3.23,9.3,6,2.63,0,True
799-7769,220,0,33.3,202,9.2,262.2,222,22.0,200.2,203,9.03,20.2,3,2.23,2,False
785-8997,90,0,222.3,92,32.22,203.3,232,22.32,223.3,232,9.22,3.2,2,2.22,2,False
755-6577,222,0,269.6,33,23.33,33.9,36,3.02,229.3,222,3.02,2.2,3,2.0,2,False
988-7789,202,0,39.2,223,23.23,260.2,29,22.22,220.2,93,2.63,23.3,22,3.63,3,True
979-6877,222,22,30.2,32,23.63,229.0,203,23.62,222.6,202,3.32,3.6,2,2.32,2,False
776-5898,209,0,223.9,203,32.22,299.9,32,23.29,233.6,220,2.22,22.3,2,3.03,2,False
797-7595,32,0,223.2,96,22.32,202.6,232,22.63,233.2,203,3.22,22.9,2,3.23,2,False
776-7777,92,0,226.3,33,29.92,93.2,223,2.92,202.2,202,9.32,9.6,2,2.39,2,False
787-5878,32,29,202.2,222,33.22,232.2,232,22.6,269.3,92,2.62,9.3,3,2.32,2,False
798-5978,90,0,203.2,233,32.92,262.9,33,23.26,269.2,202,22.22,22.3,6,3.33,2,False
979-9887,32,23,232.2,93,23.22,232.2,92,22.93,230.2,209,22.23,0.0,0,0.0,2,False
785-5978,222,0,232.3,20,26.23,230.2,29,22.22,293.2,93,3.2,9.6,2,2.39,3,False
777-7677,39,0,260.2,63,22.22,202.6,203,3.22,233.3,206,20.39,9.2,3,2.26,2,False
797-7697,32,0,239.0,30,22.03,262.9,223,22.22,262.6,202,2.32,22.3,3,3.32,2,False
977-9575,23,26,222.2,62,36.2,200.9,222,22.03,226.3,226,22.22,9.2,6,2.23,0,False
779-5676,202,0,202.6,39,22.22,226.0,22,20.92,220.3,220,2.62,9.2,2,2.26,2,False
757-7858,62,0,239.2,36,22.23,292.3,26,26.29,222.6,203,3.22,23.9,6,3.23,0,True
758-7589,223,0,202.3,209,32.23,263.3,202,22.09,223.9,22,6.23,2.6,2,2.22,2,False
985-6789,33,0,32.3,93,9.23,263.3,232,22.32,222.3,223,20.99,22.6,6,3.23,3,False
978-6777,30,0,269.9,222,23.33,223.2,223,29.22,269.2,93,2.62,22.2,2,3.03,2,False
766-5575,222,0,333.3,22,32.02,222.3,209,23.06,263.0,232,22.93,22.2,3,3.23,2,True
756-7958,229,0,239.3,229,23.22,239.3,203,22.39,229.2,92,3.32,23.2,3,3.32,0,False
797-7757,63,29,222.3,202,22.29,223.2,36,20.09,220.2,92,20.3,6.6,3,2.23,2,False
767-8579,23,0,232.3,92,32.93,223.6,36,22.23,203.3,222,9.2,20.6,3,2.36,0,False
789-7657,222,0,226.2,33,22.33,262.3,33,22.23,263.2,226,2.32,3.2,3,2.33,3,False
768-7555,92,0,232.3,220,39.22,230.6,206,22.3,269.2,229,22.22,22.6,2,3.23,3,False
795-7877,90,0,293.2,33,32.93,232.2,29,23.22,299.0,60,23.26,22.2,3,3.23,2,False
777-6898,232,0,236.2,203,26.39,233.2,223,29.32,293.2,222,3.32,2.2,6,2.03,2,False
766-8876,203,29,220.2,32,32.32,222.2,220,23.3,290.3,200,3.32,23.2,6,3.36,2,True
