Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,isFraud
798-8768,66,0,84.0,488,8.48,448.6,64,48.68,449.6,440,8.88,44.8,8,8.44,0,False
766-6778,446,44,498.4,444,84.88,440.6,484,40.48,448.4,98,44.46,44.4,8,8.08,8,False
795-5585,488,0,404.0,446,84.84,468.8,86,48.9,498.4,84,8.49,40.4,6,4.84,4,False
759-7976,48,0,494.4,444,84.89,444.4,88,40.84,408.8,86,9.46,9.4,8,4.46,4,False
776-7688,449,46,464.8,94,44.44,480.8,440,44.48,444.4,94,6.44,6.6,8,4.48,4,False
787-6597,440,0,480.6,88,48.6,449.0,448,40.44,484.9,448,40.48,6.4,4,4.48,4,False
765-9596,488,0,484.6,404,84.88,496.0,444,46.66,446.8,444,40.49,4.8,4,4.44,4,False
987-7956,406,0,440.4,440,84.84,440.4,98,44.94,444.6,448,8.44,8.4,8,4.88,4,False
778-9776,84,0,464.8,449,48.44,498.8,449,46.84,488.4,88,8.99,44.0,6,4.94,4,False
758-6589,446,84,484.0,80,46.48,488.8,94,48.44,448.4,404,6.64,8.4,4,4.44,8,False
758-9999,404,49,444.4,446,40.89,486.4,400,48.84,444.4,48,40.88,40.4,6,4.48,0,False
757-9676,44,48,484.4,94,80.96,464.6,89,48.99,448.8,404,8.8,44.4,4,8.48,8,False
768-5779,90,0,409.6,88,48.68,484.6,408,44.4,489.4,444,4.49,44.0,8,4.94,4,False
977-9885,44,0,409.9,408,88.68,444.9,408,40.86,488.4,404,44.44,9.6,4,4.89,4,False
986-9778,69,0,464.8,46,48.48,444.4,94,40.88,404.4,408,4.88,44.4,4,8.08,4,False
989-8797,88,0,448.9,88,86.86,489.8,449,40.88,448.4,44,6.69,9.8,44,4.68,4,False
775-9589,444,0,448.8,408,49.69,448.8,444,40.68,484.6,48,8.84,48.4,8,8.84,4,False
767-9895,408,80,446.6,99,44.04,440.4,448,48.44,444.9,98,8.04,9.8,6,4.68,4,False
766-5699,486,44,449.4,88,80.8,484.4,94,48.89,840.4,440,44.48,9.8,4,4.84,4,False
759-9769,448,0,484.8,84,84.84,440.8,98,48.04,406.4,68,9.49,40.4,8,4.48,4,False
798-7979,44,0,404.4,448,84.4,444.4,400,49.84,448.8,94,6.86,8.4,8,4.44,4,False
989-9688,464,0,489.6,48,84.48,464.4,444,44.48,484.8,484,8.8,4.8,6,0.88,4,False
778-9798,88,88,486.8,444,84.46,464.0,69,44.49,844.8,408,44.8,48.0,8,4.08,0,False
799-5995,440,84,488.8,88,46.4,449.4,96,48.64,484.4,46,40.68,44.4,4,8.08,0,False
787-5789,448,0,484.6,94,84.89,408.4,448,44.4,488.9,404,4.48,8.4,6,4.88,4,False
797-5868,444,0,480.9,484,89.48,448.4,99,40.64,484.4,84,8.44,44.0,4,4.94,0,True
975-5797,448,46,444.9,480,44.68,448.0,488,40.08,486.0,94,40.64,48.4,4,4.4,4,False
777-7765,44,0,480.9,98,89.48,448.0,48,48.96,484.8,404,4.4,9.4,4,4.64,8,False
989-5777,406,0,484.4,404,84.84,480.4,444,44.44,444.9,84,6.84,44.0,8,4.94,4,False
987-7778,449,0,440.4,84,49.04,494.4,408,46.44,444.6,404,9.66,48.8,4,8.89,4,False
985-5687,449,48,446.9,94,44.84,466.9,404,44.49,448.4,44,6.88,8.8,8,4.88,8,True
977-9585,44,0,489.8,444,84.44,404.0,98,44.6,444.4,94,9.68,9.4,4,4.48,0,False
755-5889,444,0,446.9,440,80.04,464.9,400,44.44,484.4,488,8.4,4.4,4,4.08,4,True
775-7758,80,0,464.4,99,44.89,498.8,84,46.9,448.4,446,40.48,40.6,4,4.86,4,False
985-5888,406,0,469.4,404,48.8,494.4,44,46.46,404.4,49,9.4,40.4,4,4.89,4,False
767-7777,64,40,484.4,488,48.48,464.4,96,48.44,484.4,94,44.84,40.8,4,4.84,0,False
758-7679,488,44,444.4,84,44.44,448.0,408,48.48,484.8,84,40.84,8.8,4,4.84,4,False
777-7557,448,46,440.8,404,48.99,444.4,44,48.46,448.4,44,40.46,48.6,8,8.64,6,False
955-7977,464,0,449.4,400,84.48,444.9,90,40.68,468.9,404,4.6,40.4,4,4.48,4,False
799-7865,404,0,448.8,404,46.8,488.8,68,48.64,488.8,64,6.94,44.0,9,4.94,4,False
777-9879,444,0,464.9,488,44.84,400.9,444,44.08,484.0,484,6.08,40.4,4,4.89,4,False
778-6987,88,44,444.4,84,44.09,444.0,404,44.04,488.9,68,48.0,9.4,4,4.84,4,False
978-9765,408,0,64.8,444,40.68,440.4,66,44.48,480.4,48,44.64,9.4,4,4.84,8,False
759-5967,404,44,484.4,88,44.49,448.4,480,44.44,489.4,448,40.44,44.4,9,8.04,4,False
775-7586,69,0,448.4,40,88.49,468.4,80,44.44,444.6,60,6.44,40.4,8,4.89,8,False
987-8776,88,0,409.8,84,88.64,494.8,94,46.88,400.4,88,9.04,44.8,8,8.08,0,False
988-6996,44,0,468.6,86,48.48,408.8,404,44.48,484.8,408,8.44,44.4,6,8.0,4,True
785-7688,90,0,444.9,94,86.88,444.8,444,40.04,488.4,48,6.04,44.8,4,8.49,4,False
775-6979,484,0,440.8,49,48.49,448.4,444,48.94,469.8,64,4.68,40.8,8,4.84,8,False
778-7655,94,48,484.4,88,44.49,498.0,408,46.88,94.8,46,4.44,4.8,8,4.08,0,False
757-7595,88,0,484.8,86,48.48,486.8,46,44.84,464.0,44,4.84,44.4,8,8.84,4,False
799-6786,69,88,444.8,98,46.46,488.4,404,44.84,468.4,88,4.44,8.4,4,4.44,4,True
758-7567,48,0,444.8,408,49.48,448.8,440,48.6,440.4,406,40.84,9.0,8,4.48,4,False
777-9975,48,0,484.8,448,84.84,489.4,90,40.84,464.8,408,4.84,48.4,4,4.08,4,False
797-9878,94,0,494.0,84,88.49,469.8,408,44.89,488.9,408,4.48,40.8,4,4.94,4,False
767-7865,448,84,480.4,89,80.64,449.4,444,44.0,466.9,444,4.84,8.4,4,4.44,4,False
797-8967,68,0,448.8,446,48.48,449.4,448,48.68,498.8,444,8.98,44.8,4,8.94,4,True
779-9957,488,44,494.4,448,88.84,489.4,98,44.08,484.4,488,6.06,44.6,8,8.94,4,False
799-7788,400,46,488.4,448,46.48,484.8,446,44.44,448.8,404,9.64,48.9,8,4.49,4,False
775-8877,96,44,464.8,96,44.44,440.9,404,48.48,449.4,94,8.04,44.8,4,8.08,4,False
988-9795,408,0,446.4,404,44.88,404.4,484,44.4,480.4,98,8.4,9.4,8,4.84,4,False
786-7677,84,0,494.0,88,84.44,848.8,449,44.4,444.8,49,44.48,6.8,4,4.46,0,False
977-5589,484,0,408.8,86,88.44,488.6,89,44.86,494.0,86,48.4,44.6,8,8.4,4,False
796-7795,44,0,488.0,48,48.04,449.8,48,48.64,440.8,89,9.49,9.8,4,4.68,0,False
777-5689,88,0,404.8,84,84.89,404.8,444,44.48,404.4,84,4.88,6.8,4,4.84,0,False
985-7895,484,0,444.4,440,49.68,486.8,98,48.49,486.8,444,6.44,40.4,8,4.48,0,False
766-6795,86,80,444.4,89,44.64,444.4,446,44.68,494.6,444,8.46,44.4,8,8.44,4,False
777-9795,64,46,448.8,46,44.4,444.6,88,40.64,444.4,98,6.68,44.8,8,8.08,0,False
758-6778,444,44,486.9,94,84.44,440.0,488,40.4,400.9,64,9.04,8.8,8,4.84,4,False
788-7757,448,0,494.0,448,84.98,444.0,444,40.84,446.8,408,6.88,44.4,4,8.44,4,False
775-7976,88,0,484.8,89,89.94,406.8,484,9.08,448.8,444,8.08,9.9,6,4.64,0,False
756-7567,486,0,448.4,96,44.08,408.0,80,8.46,489.4,84,8.84,48.4,4,8.84,4,False
955-6685,466,0,448.9,408,49.86,446.4,88,48.49,490.8,448,8.89,48.8,8,4.48,0,False
776-7898,48,44,480.9,448,44.48,408.4,440,44.49,444.4,68,4.48,44.4,4,8.88,4,False
797-5895,48,0,844.6,404,88.48,469.8,86,44.48,488.4,400,44.88,8.4,8,4.84,4,True
795-7979,88,0,444.9,48,88.44,404.8,448,44.64,444.4,400,9.88,44.4,8,8.44,4,False
778-8858,448,0,98.8,94,46.44,468.4,68,48.94,464.4,448,44.89,6.6,6,4.48,4,False
788-9568,488,0,488.8,444,84.8,408.0,48,44.68,406.4,444,9.44,48.4,8,4.08,4,False
985-6597,480,0,446.8,488,44.84,404.4,98,44.48,484.4,408,40.86,48.4,8,8.84,4,False
987-6979,94,46,484.0,99,84.48,46.4,484,6.49,488.4,96,8.88,44.4,8,8.48,4,False
786-9798,80,0,408.8,440,44.99,48.9,88,8.48,489.6,84,8.88,48.4,8,8.84,0,False
778-5695,484,0,448.0,440,80.46,488.8,64,48.04,486.6,408,40.68,44.4,4,8.46,4,False
768-7759,44,44,449.4,44,48.4,448.9,44,40.88,444.8,84,4.84,40.4,6,4.48,4,False
978-7779,444,0,409.4,404,88.6,484.8,48,44.46,449.4,448,6.44,44.8,8,8.08,4,False
755-9557,44,0,444.4,408,49.46,444.4,99,44.99,484.4,408,8.4,44.6,6,8.48,4,False
757-6779,488,0,469.8,84,48.48,444.9,444,48.84,484.4,44,8.49,9.4,9,4.84,4,False
759-6796,448,0,449.4,444,40.48,484.4,486,44.48,448.0,400,40.04,44.4,4,8.49,0,False
779-9787,64,0,494.4,444,88.04,448.4,84,44.44,468.4,444,44.09,8.8,4,4.49,4,False
757-9878,440,0,498.8,86,88.8,480.4,48,49.86,449.8,84,8.89,9.9,8,4.64,4,False
766-5788,444,0,464.4,94,48.84,98.4,444,4.96,444.8,448,40.86,48.4,4,8.64,8,True
797-9679,88,0,404.4,86,84.84,446.8,98,48.48,489.4,99,40.44,44.8,4,8.49,4,False
755-9595,84,0,844.8,406,84.88,404.6,98,44.89,486.4,448,8.88,9.4,4,4.84,4,True
988-5757,400,0,446.4,404,86.48,448.6,84,48.88,488.4,444,6.48,40.4,8,4.48,0,False
778-7857,404,0,46.4,446,44.99,448.6,44,9.88,446.8,94,40.48,9.4,8,4.84,8,False
985-8867,44,0,44.4,48,44.86,408.6,444,44.48,68.8,44,4.96,9.9,8,4.64,4,False
776-5676,84,84,440.4,400,88.44,448.8,94,49.44,468.4,440,4.89,9.4,4,4.64,0,False
775-7697,64,88,444.4,98,44.64,464.9,404,48.88,444.4,409,44.48,8.4,48,4.49,0,False
777-5778,404,48,404.8,49,84.84,804.9,448,48.94,448.6,488,40.48,44.9,8,8.44,4,False
785-8598,88,44,449.8,48,84.84,444.4,94,48.88,488.8,94,8.44,46.4,8,4.88,4,False
798-7759,444,0,99.8,444,46.88,440.8,486,44.99,448.8,94,40.44,9.0,6,4.48,8,False
759-7779,44,0,489.4,444,40.66,480.0,448,44.48,460.8,84,4.44,40.8,4,4.48,8,False
799-7687,64,0,440.9,88,40.88,488.0,88,49.98,98.4,480,4.48,44.4,44,8.08,4,False
788-5558,404,0,444.4,84,88.4,449.4,444,44.0,464.6,409,4.84,48.8,6,4.44,4,False
765-5757,446,49,446.6,88,80.04,464.4,66,48.88,448.8,98,9.4,44.6,6,8.94,4,False
795-6897,444,84,488.9,98,48.46,494.0,409,46.84,496.8,88,8.88,40.0,4,4.4,4,False
799-5888,96,0,480.6,94,80.4,490.9,444,46.48,498.6,448,48.8,40.8,4,4.48,4,True
977-7775,40,84,448.9,404,44.4,496.4,404,46.69,484.4,48,44.84,40.8,4,4.48,4,False
785-5988,449,0,484.6,49,40.89,494.4,404,46.88,404.4,444,9.88,9.4,9,4.46,0,False
777-7777,449,0,498.4,94,88.48,464.4,406,44.8,444.4,404,8.04,9.4,4,4.48,4,False
795-7899,466,0,444.8,440,46.68,84.9,409,4.8,446.4,449,44.04,40.9,8,4.94,0,False
786-9778,486,0,499.6,89,88.98,444.4,96,44.94,44.4,84,8.46,44.0,4,4.94,8,True
977-7569,449,0,444.4,94,84.04,448.8,44,48.48,446.9,99,40.44,9.6,8,4.89,8,False
796-9968,40,0,484.4,96,44.9,488.9,90,40.08,460.4,448,44.44,4.6,6,4.08,8,False
779-5778,440,44,444.4,48,86.46,484.8,408,44.89,444.8,449,40.48,9.4,48,4.64,4,False
798-7785,66,0,486.8,488,48.84,480.4,406,48.84,484.8,488,8.48,6.4,4,4.64,4,False
777-8688,404,0,488.6,488,84.44,440.4,98,40.46,448.4,444,9.68,44.4,4,8.48,4,False
977-7676,460,0,446.4,90,49.98,496.0,448,46.66,468.9,98,44.88,9.4,4,4.48,4,False
977-6779,449,84,408.0,94,84.88,468.4,408,44.06,488.0,84,8.84,44.4,8,8.46,4,False
977-9559,98,0,464.9,444,48.84,448.0,44,48.96,464.4,90,44.84,44.8,8,8.08,8,True
958-7795,469,0,449.4,444,80.46,448.4,480,44.89,448.6,94,40.49,9.9,6,4.64,4,False
789-7975,88,0,449.4,448,48.4,496.8,408,46.4,409.8,408,9.48,44.9,8,4.04,4,False
797-7779,48,88,468.6,484,44.84,446.4,448,44.44,848.8,448,48.86,48.4,8,8.84,8,False
978-7798,48,0,404.6,44,88.49,484.4,94,44.98,444.8,448,9.8,44.4,48,8.88,4,False
799-6995,488,0,468.4,408,48.44,488.4,408,48.64,80.4,408,8.64,8.9,4,4.4,8,False
777-6559,84,0,409.8,444,88.64,444.8,84,44.86,484.6,449,6.96,9.9,9,4.64,4,False
777-7587,449,44,440.4,448,84.44,468.4,488,44.8,446.8,80,6.89,44.4,8,8.0,0,False
779-9677,86,0,444.8,44,44.04,484.8,98,48.44,440.6,94,9.48,8.4,8,4.44,4,False
769-9789,44,0,496.8,89,88.44,444.8,448,40.84,448.4,408,6.44,4.0,4,4.08,0,False
976-7975,444,0,480.9,444,80.48,409.8,448,44.84,449.9,408,44.48,4.4,4,4.0,4,False
779-7899,448,0,408.0,480,44.88,484.6,90,44.89,488.0,98,44.64,44.9,8,4.04,0,False
767-7998,98,0,444.4,449,46.44,490.4,404,46.48,484.4,448,44.84,44.4,6,8.0,4,True
755-9895,449,48,406.4,49,88.44,444.6,444,44.84,444.8,80,40.84,40.9,8,4.94,4,False
787-6998,460,0,466.8,409,48.86,486.0,444,40.06,804.6,44,48.84,9.8,4,4.84,4,False
769-5655,408,0,404.9,404,84.88,488.4,404,44.49,408.4,406,9.84,40.4,8,4.84,8,False
789-7877,484,48,484.6,448,46.48,448.6,406,40.88,448.6,90,6.69,9.4,4,4.46,4,False
778-8967,484,0,444.0,404,44.89,848.4,48,44.44,448.9,444,6.48,4.8,4,4.08,4,False
765-7778,449,0,464.4,48,48.46,404.4,88,44.86,444.4,446,8.08,8.9,4,4.89,4,False
975-7799,64,0,484.0,66,44.44,460.6,408,48.68,44.9,44,8.84,0.0,0,0.0,4,False
755-9588,444,88,440.8,96,46.04,440.4,440,48.48,469.9,404,4.68,44.8,8,8.49,4,False
755-8585,84,0,444.4,84,49.4,488.6,404,48.48,408.8,64,9.48,40.4,4,4.48,4,False
775-5885,86,0,444.4,84,44.4,404.6,440,44.44,489.6,449,48.08,6.4,8,4.84,8,False
755-6976,480,0,464.8,448,44.68,490.8,444,44.68,444.9,440,8.44,4.4,8,4.94,4,False
797-6777,44,0,446.8,84,44.84,488.9,448,44.48,48.0,444,4.08,8.0,44,4.46,4,False
775-7878,48,0,484.8,88,48.84,448.4,80,44.49,488.9,404,6.98,48.0,4,4.08,4,False
755-6978,66,46,484.9,408,48.88,448.4,488,40.64,490.8,98,8.89,8.4,8,4.46,4,False
787-5868,408,84,404.4,444,48.84,488.9,404,46.06,496.4,98,8.88,8.9,8,4.4,0,False
797-5685,448,0,488.8,48,44.0,464.8,94,44.84,440.0,44,44.48,4.6,4,4.08,4,False
758-6759,404,0,484.9,448,84.09,489.6,88,40.84,449.8,404,40.84,8.8,4,4.49,4,False
777-7579,408,0,498.8,444,88.48,44.8,90,8.64,449.4,444,8.06,44.4,8,8.88,0,False
796-9777,444,0,448.4,44,80.88,488.6,484,49.86,449.4,94,8.04,44.0,4,8.44,0,False
798-9777,84,0,440.9,94,48.88,488.8,448,48.44,404.8,484,9.84,6.4,8,4.64,4,False
975-9799,409,44,466.9,88,48.84,444.4,94,48.8,494.8,94,8.88,44.8,4,8.84,4,True
778-7875,464,0,444.8,94,44.64,60.8,408,8.44,446.4,440,4.98,40.4,8,4.89,4,False
976-7676,94,0,440.8,96,40.84,469.8,404,44.48,494.4,68,8.48,44.9,8,8.44,4,True
759-7797,406,0,468.8,448,48.4,440.0,404,44.88,484.4,98,8.44,8.8,8,4.8,4,False
768-6868,448,0,446.4,448,44.84,488.8,484,48.44,406.4,444,9.48,44.4,4,8.89,4,False
985-6697,408,88,448.9,406,86.4,400.6,404,44.08,498.4,404,8.49,48.8,4,4.49,0,False
797-5777,448,0,440.4,484,48.84,409.6,446,44.84,464.4,44,44.88,8.0,4,4.46,4,False
979-7779,89,84,409.9,448,88.68,449.8,404,44.48,444.4,94,40.09,8.4,4,4.88,4,False
776-7879,44,49,489.8,444,48.44,488.4,94,44.48,444.0,88,9.98,8.8,6,4.49,0,False
797-7969,48,0,844.6,404,84.64,484.6,448,44.89,444.4,488,6.88,44.8,8,8.08,4,True
977-5778,449,0,466.6,64,48.84,448.8,404,48.6,408.8,484,9.84,8.4,6,4.44,4,False
766-7975,48,0,444.4,90,86.44,496.8,48,46.48,484.9,444,4.44,8.9,8,4.89,0,False
799-8895,64,0,460.0,448,44.4,440.8,444,44.89,484.4,40,40.86,9.0,8,4.48,4,True
768-5587,464,0,494.9,448,84.64,40.9,84,6.08,404.8,404,9.44,48.4,4,8.64,4,True
768-6789,48,0,448.0,98,86.44,488.8,404,46.08,486.4,89,6.48,48.8,8,8.68,0,False
759-5898,448,44,448.4,88,40.08,409.6,44,9.84,448.8,48,44.08,46.9,4,4.86,4,False
775-5965,48,0,490.4,89,84.88,466.4,408,44.44,449.8,48,9.89,48.0,4,4.08,6,False
787-9796,444,48,84.4,98,48.94,468.8,409,48.88,464.9,404,44.94,8.4,6,4.88,0,False
759-7555,44,84,468.8,80,44.88,444.8,448,48.44,490.4,406,8.84,8.4,8,4.49,0,False
767-5879,448,0,464.8,448,48.88,846.4,444,46.89,408.6,94,9.89,44.4,44,8.89,8,True
977-9569,48,0,489.8,94,44.44,440.4,86,40.48,468.0,98,4.84,40.6,8,4.86,4,False
778-7987,80,44,444.8,449,86.48,489.8,88,44.68,844.8,480,44.06,40.6,4,4.86,4,False
987-7775,449,0,484.8,448,48.84,488.0,444,44.48,466.0,444,44.94,40.8,4,4.84,0,True
768-5979,484,0,404.4,444,44.4,444.6,84,44.04,498.8,444,8.98,4.8,8,4.08,4,False
799-7797,408,0,404.8,44,44.48,484.4,448,48.94,448.4,448,40.46,48.4,8,8.86,4,False
789-5675,44,0,409.4,94,48.88,448.4,96,9.88,498.8,84,48.84,8.8,6,4.44,0,False
759-8966,84,0,448.9,64,86.4,444.0,408,48.48,844.8,480,48.48,8.4,4,4.4,4,False
777-8989,448,0,408.4,440,84.88,448.4,94,40.94,490.8,448,8.84,44.0,4,4.94,4,False
759-5768,448,0,440.4,448,48.44,469.0,89,44.84,466.4,94,4.8,9.4,4,4.48,4,False
778-9877,68,0,444.0,84,48.84,449.8,84,48.68,404.0,89,9.09,4.4,44,4.49,4,False
765-5779,80,0,489.9,444,40.48,444.8,84,44.4,864.8,406,46.89,9.8,8,4.84,4,False
778-8978,4,0,444.8,404,44.64,444.8,66,9.86,448.4,49,9.84,48.8,8,8.48,4,False
787-5957,60,0,488.4,484,48.04,408.9,88,44.8,404.0,408,9.48,4.9,4,4.48,4,False
788-7977,48,0,84.4,484,44.84,80.8,408,6.84,496.4,49,8.84,40.8,4,4.94,4,False
765-8779,448,0,409.4,444,88.88,406.4,80,9.04,449.6,90,8.08,44.0,6,8.48,0,False
987-5758,84,44,480.4,444,44.44,496.0,64,46.66,489.8,448,6.44,44.4,8,8.08,0,False
796-8565,408,44,448.8,489,49.89,488.0,98,48.48,480.4,64,8.48,4.8,8,4.44,4,False
797-9789,44,0,444.9,404,44.44,448.4,444,44.84,444.8,408,9.68,6.6,8,4.48,4,False
777-5677,44,0,486.4,406,48.44,448.6,408,49.48,468.8,444,44.94,9.8,4,4.68,0,False
989-8879,44,0,64.4,68,44.84,498.4,86,46.68,486.8,484,40.64,44.0,4,8.44,4,False
776-5986,44,0,400.4,84,84.04,809.4,408,46.48,484.4,448,6.84,40.0,4,4.4,4,False
797-6998,44,0,448.8,408,44.89,404.4,96,44.68,404.4,448,9.88,44.4,4,8.84,4,True
767-9957,400,0,448.4,84,44.49,488.4,408,44.84,444.6,448,4.99,44.4,4,8.04,4,False
758-6679,86,0,446.8,88,88.44,448.0,404,48.96,488.6,94,44.8,48.0,8,8.84,4,False
776-9788,94,84,464.8,404,44.89,488.9,448,49.88,444.4,94,44.48,9.4,4,4.48,0,False
799-6567,46,0,444.4,444,88.48,444.9,94,44.84,488.8,44,8.44,6.4,4,4.84,4,False
777-7799,480,0,440.8,444,40.49,489.4,84,46.44,440.4,404,44.48,44.8,4,8.86,4,False
988-6889,86,0,94.4,90,48.49,449.8,448,48.44,800.4,89,48.88,44.9,8,8.44,4,False
775-5765,444,0,468.8,484,48.4,444.4,404,40.84,404.8,406,9.44,48.8,4,4.49,0,False
988-6999,68,0,488.8,84,46.4,484.8,448,44.44,480.4,88,40.86,6.8,8,4.46,4,False
958-7857,446,0,446.4,88,88.48,440.8,444,44.98,408.9,440,9.4,6.4,4,4.48,0,False
766-5597,484,0,494.9,404,84.64,406.9,444,44.89,444.0,88,44.44,44.6,4,8.4,4,False
977-7975,84,48,464.9,444,48.84,490.4,408,46.44,498.0,408,8.69,9.4,6,4.48,4,True
986-5755,444,0,480.0,88,80.6,448.0,44,44.88,488.4,440,40.84,44.8,6,8.44,4,False
777-8878,46,0,484.4,64,48.46,464.4,94,44.49,404.4,404,9.4,48.4,8,8.64,4,True
985-7995,480,48,444.4,48,49.68,469.9,80,44.44,404.6,480,9.04,44.0,4,4.94,4,False
777-7977,99,0,489.4,88,44.48,488.4,444,48.44,488.4,444,44.84,8.4,8,4.44,4,False
797-6779,84,0,484.4,444,40.84,444.6,84,48.94,448.8,84,4.8,44.0,8,4.94,4,False
785-8778,408,0,408.0,449,44.84,444.8,408,40.6,440.4,89,4.66,4.9,8,4.48,4,False
797-7895,404,0,488.8,89,46.48,484.0,89,49.89,496.8,44,8.88,44.6,4,8.48,4,False
987-6798,88,0,408.4,86,84.84,460.8,98,48.64,449.8,444,6.48,40.4,4,4.89,8,False
797-9967,484,89,448.4,98,49.84,484.4,94,48.94,448.8,448,40.48,8.6,8,4.84,4,False
757-5587,488,0,488.9,448,46.8,444.4,444,49.06,444.0,446,9.98,8.6,8,4.84,4,False
957-9755,444,84,484.4,409,46.48,444.4,444,48.84,408.8,408,9.88,40.8,8,4.48,0,False
756-9887,44,48,409.4,48,88.68,488.6,68,48.64,408.8,444,9.48,4.4,8,4.94,4,False
758-9869,444,0,480.0,69,48.8,488.9,48,44.8,490.6,444,8.88,9.4,48,4.84,0,False
797-5789,94,48,484.4,94,89.84,486.0,88,48.84,490.8,448,8.84,44.8,8,8.84,8,False
779-7875,88,0,468.4,400,48.44,448.4,84,9.88,498.8,448,8.44,44.8,8,8.46,4,False
758-7898,8,0,499.4,406,88.86,484.8,44,48.94,444.0,88,9.68,48.8,8,8.89,8,False
769-7579,94,0,444.6,84,86.99,840.8,84,44.44,480.4,440,6.48,4.4,8,4.48,0,False
785-6778,404,0,444.4,98,86.06,480.4,88,44.46,449.8,444,9.89,4.4,4,4.08,8,False
787-7689,444,80,484.0,48,46.48,468.8,94,44.09,440.0,88,44.48,40.8,8,4.94,4,False
785-5755,9,84,498.8,480,84.98,404.6,98,44.44,494.4,404,8.6,48.8,4,8.89,4,False
757-7989,48,0,448.4,480,49.84,448.4,408,44.09,444.4,88,8.84,44.4,4,8.49,0,False
769-7567,48,44,484.0,68,48.84,488.8,484,44.0,468.4,409,44.84,48.4,8,4.44,4,True
955-9597,48,0,480.4,444,89.48,486.4,444,48.84,448.4,400,8.48,9.4,8,4.48,0,False
