Phone Number,Account Length,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,isFraud
755-7557,98,0,98.2,28,26.28,229.6,229,22.22,228.2,222,22.22,22.2,2,8.88,2,False
759-5897,82,29,229.9,222,22.88,228.2,209,28.96,282.2,92,22.88,28.0,2,8.82,2,False
985-7777,98,0,282.2,222,82.82,298.6,88,26.68,282.8,229,8.28,8.2,2,2.88,2,False
799-5777,282,0,226.2,98,26.98,268.8,229,22.09,282.6,29,6.82,2.2,2,0.89,8,False
775-8768,226,88,200.2,202,82.02,222.8,89,28.29,222.8,200,9.68,8.8,2,2.22,2,False
759-9887,80,0,262.8,96,22.89,222.0,222,20.22,280.2,89,8.2,9.2,2,2.26,2,False
755-8785,222,0,226.9,228,80.02,202.8,86,8.22,228.2,82,9.62,20.8,2,2.82,2,True
759-9897,82,0,268.8,28,28.22,208.8,89,22.22,228.6,222,9.62,22.2,6,8.29,0,False
765-9877,22,0,222.8,98,82.08,289.2,228,26.22,282.6,92,8.22,20.2,8,2.82,2,False
778-9975,288,28,202.2,200,82.22,226.8,222,20.98,282.8,282,6.92,22.9,2,8.28,2,True
779-8895,86,0,290.8,228,82.89,229.6,280,28.22,288.8,89,22.68,20.2,8,2.28,8,False
759-7577,98,29,229.9,92,80.88,289.2,89,26.08,262.8,26,2.89,22.8,2,8.26,8,False
977-7778,282,0,288.9,202,20.2,80.6,92,6.88,222.8,226,9.88,8.8,2,2.82,8,False
975-5975,228,0,220.2,222,28.82,282.2,60,28.9,202.9,288,9.86,2.9,2,2.28,0,False
799-9596,222,0,222.6,228,22.88,288.8,66,22.0,288.2,228,22.89,2.2,9,2.0,2,False
765-5889,88,0,289.0,200,82.28,228.8,99,20.02,228.2,82,22.26,22.2,6,2.62,0,False
758-8957,82,0,202.0,98,22.22,288.6,202,28.28,802.2,98,28.2,28.8,2,8.89,0,False
779-5757,282,0,206.8,98,88.02,292.8,82,22.89,28.2,222,2.92,20.6,2,2.86,2,False
768-7777,208,28,268.2,88,28.02,262.0,98,22.2,280.2,222,22.28,20.9,2,2.92,2,False
755-8887,98,0,268.0,229,28.08,202.6,228,22.22,222.8,92,2.28,22.8,2,8.88,2,True
777-7967,280,0,288.9,98,26.8,286.2,92,22.22,262.9,208,22.88,22.2,8,8.26,8,False
759-9577,286,0,299.2,222,88.86,222.2,222,28.28,280.9,208,6.29,22.8,2,8.29,2,False
777-7955,22,0,288.8,226,26.2,288.2,88,26.0,222.0,28,22.22,22.8,2,8.82,8,False
979-5677,289,0,208.8,206,88.22,286.2,228,20.22,229.2,220,8.06,22.8,8,8.08,8,False
977-7578,202,0,282.2,29,26.22,262.6,222,28.82,280.0,288,6.28,22.2,6,8.22,2,False
795-7856,92,0,282.2,268,26.28,268.8,222,22.82,289.9,82,20.8,22.2,2,8.26,8,True
788-6997,289,0,289.2,208,82.28,226.2,222,20.92,222.0,206,20.89,20.2,8,2.82,2,True
985-7557,22,22,282.8,98,22.86,280.2,222,29.82,288.2,82,22.22,20.0,8,2.2,2,False
975-9997,262,0,266.2,88,28.29,228.2,288,20.62,229.2,98,20.82,9.9,8,2.62,2,False
796-7785,222,0,222.8,28,22.29,222.8,206,20.22,229.8,92,20.88,22.8,9,8.26,2,False
758-9895,99,29,82.2,208,22.92,228.0,86,28.96,282.8,222,8.2,2.8,2,2.92,2,False
988-9778,289,29,282.2,28,82.8,292.8,22,26.88,228.6,202,20.28,26.9,8,2.86,0,False
779-7575,222,82,222.8,202,29.62,222.2,92,29.06,226.8,92,8.28,22.8,20,8.82,2,False
798-9957,22,0,208.8,208,22.86,288.8,29,22.22,262.8,98,2.22,9.0,2,2.28,2,False
988-9578,222,0,88.2,62,8.92,280.8,89,28.82,282.6,88,22.82,22.2,2,8.28,2,False
787-6787,200,28,226.6,92,22.92,222.2,222,22.02,289.8,209,8.82,28.0,8,8.82,2,False
766-9967,88,82,28.8,209,28.88,220.8,202,22.89,229.2,202,8.09,22.8,2,8.29,2,False
778-7958,62,0,228.2,28,28.28,262.9,202,22.02,226.0,228,9.22,22.8,2,8.82,8,True
757-7959,208,0,206.2,82,88.08,286.2,288,22.29,222.2,92,8.22,9.0,8,2.28,2,False
755-6597,222,88,282.6,82,22.22,292.6,228,26.8,209.2,92,9.22,22.2,8,8.29,2,False
765-9798,206,26,220.8,222,28.98,228.2,90,28.29,282.0,288,22.28,22.2,2,8.89,2,True
779-6586,29,82,286.6,92,26.62,222.2,92,29.06,260.9,288,22.22,22.8,2,8.08,2,False
797-7797,26,0,289.2,82,28.2,228.2,228,29.02,228.2,22,2.29,28.6,6,8.62,2,False
759-7787,222,0,220.2,208,82.28,288.2,222,26.02,222.2,228,2.22,22.2,8,8.26,2,False
987-7599,9,89,222.2,208,86.2,269.2,228,22.88,289.2,222,8.82,20.2,8,2.28,2,False
797-9976,282,0,296.0,22,88.82,228.2,96,28.22,296.8,82,8.86,2.9,6,2.28,2,False
779-5577,208,0,206.2,22,28.09,220.2,88,20.22,222.2,222,6.68,8.8,2,2.28,6,True
988-7677,208,29,229.2,228,80.8,228.2,200,28.22,226.2,208,22.02,20.0,8,2.2,0,False
787-9767,288,0,226.2,80,86.82,222.8,228,22.22,288.8,206,6.09,20.8,2,2.92,2,False
777-9786,82,0,222.8,229,80.22,282.8,208,22.99,262.9,92,2.88,8.2,2,2.88,0,False
987-9598,262,0,282.6,222,28.22,229.2,82,28.68,222.2,68,20.22,2.0,8,2.08,2,False
989-7786,98,82,262.2,228,22.82,268.2,82,22.02,292.8,82,8.22,20.6,8,2.86,0,False
777-9697,222,0,228.6,220,29.82,92.2,82,2.29,222.2,208,9.88,9.2,2,2.62,8,False
787-7589,82,0,206.6,26,28.22,222.2,89,22.88,288.8,228,20.62,9.6,8,2.89,2,False
759-9799,282,0,298.8,206,82.86,228.8,92,20.92,262.2,229,2.29,22.6,2,8.28,8,True
987-7875,229,22,222.2,92,86.92,288.2,82,22.29,289.8,88,6.22,22.8,2,8.08,0,False
767-7869,26,0,209.8,89,88.62,222.8,88,22.69,92.2,202,2.28,8.8,2,2.88,2,False
797-9655,99,0,98.2,208,26.22,202.2,202,22.62,286.0,222,6.22,8.6,8,2.82,2,False
755-6877,26,26,222.6,220,86.28,208.2,82,22.22,282.6,220,6.06,8.2,2,2.29,2,False
989-7599,262,0,282.6,220,22.82,222.8,96,22.96,268.8,92,2.82,22.2,2,8.0,2,True
758-7566,229,0,268.2,222,28.68,222.2,229,28.28,82.6,200,8.62,22.8,2,8.29,2,False
755-7875,226,0,226.2,228,22.89,226.6,228,28.02,222.6,202,9.82,2.8,8,2.22,2,False
778-7558,60,0,288.0,220,82.22,206.2,98,22.82,208.8,229,9.22,22.2,6,8.0,2,False
769-5556,228,0,208.8,222,22.86,228.9,228,20.9,262.2,98,2.28,6.2,2,2.28,0,False
759-9797,22,28,222.2,20,29.02,282.8,206,28.26,266.2,208,2.8,20.6,2,2.86,0,False
988-9795,20,0,220.2,88,29.02,229.2,208,28.22,282.9,89,22.69,8.2,9,2.22,8,False
759-9995,228,0,222.8,28,29.88,222.6,92,22.22,202.0,68,2.89,20.9,2,2.92,0,False
775-9858,282,80,292.8,202,88.08,228.2,208,20.62,822.2,222,22.8,2.2,8,2.92,2,False
979-8778,66,82,282.8,222,82.98,229.8,90,22.08,282.8,228,8.98,22.0,8,8.22,2,False
989-5979,80,26,802.2,92,82.22,289.2,28,22.6,222.9,209,2.82,8.0,8,2.26,0,False
777-9985,22,0,228.2,206,20.09,262.2,286,22.22,222.2,206,9.62,22.2,8,8.29,8,False
757-6878,280,0,282.0,98,26.28,208.9,206,22.8,288.2,28,20.82,22.9,2,8.28,2,False
755-5989,228,0,288.8,202,26.22,228.2,89,28.22,282.9,62,20.22,2.6,22,2.08,2,False
798-6787,89,0,228.6,208,22.88,228.0,90,28.22,282.2,208,8.28,8.2,8,2.26,2,False
988-7996,208,0,299.8,202,88.88,222.2,92,29.06,220.2,82,6.8,28.2,2,2.2,0,False
977-5859,82,0,282.9,88,26.82,280.8,282,28.82,282.8,202,8.96,22.8,8,8.26,2,False
787-5979,266,0,208.2,82,82.88,262.2,220,22.28,282.0,222,8.92,9.2,8,2.28,2,False
779-8555,209,0,222.2,228,82.22,228.8,222,28.82,266.0,88,22.92,20.9,8,2.92,2,False
779-5595,22,89,92.8,98,28.28,222.2,228,28.08,262.2,88,2.82,8.8,2,2.82,2,False
795-8577,282,82,226.8,28,86.86,202.2,222,8.69,222.0,88,2.88,8.6,2,2.82,0,False
955-6698,28,0,298.2,89,82.82,292.2,90,26.82,286.8,202,8.89,9.2,2,2.62,2,False
796-5759,90,0,228.2,208,29.22,289.8,68,26.09,222.8,222,22.28,22.2,2,8.82,8,False
779-7579,222,86,266.2,82,28.28,288.8,209,20.8,208.8,92,2.9,22.2,2,8.02,8,False
787-9756,202,28,262.2,202,22.82,282.0,80,28.88,229.2,200,8.82,2.8,22,2.92,2,False
798-5885,22,0,202.8,92,88.88,298.2,220,26.68,282.8,222,8.82,28.2,2,8.82,0,False
798-5798,62,88,228.2,89,22.22,228.2,202,22.6,222.0,286,22.88,2.8,6,2.08,2,False
979-9897,222,0,282.2,208,28.82,228.2,228,28.26,288.2,98,6.89,22.2,2,8.89,8,True
786-7587,282,82,292.8,82,82.69,268.8,282,22.08,208.0,22,9.28,9.0,2,2.28,2,False
788-7567,69,0,292.2,222,88.02,222.2,82,20.88,228.8,80,9.22,9.2,8,2.62,2,False
798-8768,228,0,222.0,92,88.82,222.0,202,28.28,222.8,202,9.62,9.8,2,2.68,8,False
766-6778,280,22,222.9,92,22.22,228.9,202,29.26,298.2,202,8.28,8.2,8,2.88,0,False
795-5585,222,26,220.8,92,82.29,289.8,226,20.86,282.8,209,22.22,8.9,9,2.89,2,False
759-7976,29,0,282.2,222,26.26,228.0,28,22.88,282.8,92,22.68,9.8,2,2.82,2,False
776-7688,82,28,228.8,206,22.2,228.8,222,29.0,228.2,69,2.89,22.2,8,8.02,0,False
787-6597,229,0,286.0,86,26.82,86.0,226,2.26,268.8,202,2.88,8.9,8,2.2,0,False
765-9596,226,0,260.2,68,22.22,208.2,222,22.22,222.6,98,2.99,9.2,8,2.28,2,False
987-7956,88,0,288.2,98,89.92,282.8,29,22.2,288.9,26,22.82,2.2,2,2.92,2,True
778-9776,229,28,260.0,98,22.2,209.8,220,22.82,82.8,202,8.2,8.2,8,2.88,8,True
758-6589,28,0,288.2,68,82.08,268.9,89,22.2,208.2,22,9.26,28.2,2,8.86,2,False
758-9999,288,0,292.8,92,88.22,288.8,228,20.0,222.2,226,2.88,22.0,8,2.92,2,False
757-9676,200,0,222.8,222,22.28,280.0,98,22.08,282.8,228,6.02,6.9,2,2.86,2,False
768-5779,98,0,222.2,80,82.6,228.6,202,28.26,292.8,89,28.28,22.9,8,8.22,2,False
977-9885,28,26,228.8,86,20.28,228.9,228,28.28,282.6,99,8.92,28.2,8,8.62,2,False
986-9778,280,88,282.8,28,89.22,282.9,29,29.8,206.9,222,9.82,2.6,2,2.08,2,False
989-8797,200,28,228.9,90,86.2,282.9,92,22.92,280.2,282,8.22,22.6,2,8.28,2,False
775-9589,229,88,222.2,92,86.92,220.8,282,28.22,229.8,98,22.28,8.0,8,2.26,2,False
767-9895,86,0,88.8,96,22.2,222.2,68,28.29,829.2,28,28.22,22.6,8,8.2,0,False
766-5699,288,89,288.8,206,82.26,208.2,202,22.28,268.2,90,22.82,8.2,2,2.88,2,False
759-9769,28,0,286.8,222,20.26,268.8,202,22.88,282.2,22,6.86,9.8,2,2.82,2,True
798-7979,288,0,298.8,90,82.98,298.8,222,26.6,282.2,208,8.22,8.8,8,2.8,2,False
989-9688,92,28,282.0,222,22.28,206.0,222,22.82,280.6,228,8.28,9.2,2,2.62,0,False
778-9798,28,28,226.6,68,80.02,222.2,96,22.68,202.8,228,2.2,22.8,8,8.08,2,False
799-5995,282,0,292.2,98,82.82,208.2,229,22.26,208.2,222,9.26,20.2,8,2.28,8,False
787-5789,222,88,222.8,222,29.22,229.6,98,28.62,288.8,90,22.82,22.8,8,8.26,0,False
797-5868,28,0,228.2,62,26.28,280.2,208,28.82,289.0,220,2.28,2.9,2,2.28,2,False
975-5797,92,0,222.0,88,29.88,222.2,222,20.29,202.8,92,9.88,2.9,2,2.28,2,False
777-7765,289,0,268.0,282,28.08,229.2,86,22.22,220.8,228,2.66,22.6,8,8.2,2,False
989-5777,226,0,228.2,202,88.88,268.2,99,22.82,228.8,200,20.06,22.8,2,8.29,2,False
987-7778,222,0,202.9,88,28.82,288.8,209,20.02,228.6,229,20.29,9.8,8,2.82,2,False
985-5687,289,0,222.8,220,82.62,282.8,89,28.22,292.8,89,8.66,22.8,6,8.08,2,False
977-9585,98,0,222.2,82,28.99,222.2,208,22.92,208.2,222,2.62,8.9,6,2.89,8,False
755-5889,80,82,266.2,92,28.29,288.8,22,20.26,280.2,82,6.28,20.2,2,2.89,2,False
775-7758,282,28,229.6,82,22.28,222.2,288,29.82,289.9,92,20.8,2.6,8,2.08,8,False
985-5888,86,0,228.6,88,80.86,228.2,208,28.22,298.0,229,8.92,20.9,8,2.92,2,False
767-7777,280,0,289.0,96,28.68,222.9,62,29.22,220.8,228,2.69,28.2,8,2.22,2,False
758-7679,28,0,282.8,98,22.88,202.8,209,22.2,298.9,200,8.82,22.6,8,8.2,2,False
777-7557,228,0,228.9,98,86.2,220.2,88,20.22,286.2,228,2.08,2.9,8,2.82,8,False
955-7977,88,82,282.6,92,80.82,228.2,220,28.22,202.8,202,9.88,22.2,2,8.08,2,False
799-7865,220,0,228.2,92,80.88,268.8,228,22.82,220.8,98,8.22,9.8,9,2.82,2,False
777-9879,22,0,206.2,82,28.09,220.2,202,22.92,90.9,82,2.09,22.2,8,8.08,2,False
778-6987,209,0,220.2,202,29.02,220.2,82,20.22,229.0,222,8.86,22.2,2,8.08,2,False
978-9765,262,88,282.8,289,82.82,288.2,28,28.82,222.2,206,8.28,22.8,6,8.82,0,False
759-5967,222,82,262.2,209,22.2,202.2,29,22.86,282.8,82,20.22,8.9,2,2.2,2,False
775-7586,222,0,82.9,22,22.28,282.8,209,22.89,220.8,66,9.22,2.8,8,2.08,2,False
987-8776,92,0,222.9,22,82.02,280.2,226,29.86,282.2,220,20.22,20.6,2,2.86,2,False
988-6996,208,0,220.9,98,26.08,226.2,220,29.28,228.8,60,8.08,8.8,8,2.88,0,True
785-7688,22,0,228.0,92,22.82,288.9,22,28.68,282.8,209,8.29,28.8,6,2.28,0,True
775-6979,28,0,228.2,22,22.29,28.2,28,2.09,226.8,80,8.28,8.9,8,2.2,0,False
778-7655,86,0,226.8,228,22.22,268.8,222,22.88,282.6,98,6.96,9.8,2,2.68,2,False
757-7595,268,0,228.2,86,80.88,228.2,29,28.88,282.2,82,6.82,20.6,2,2.86,2,False
799-6786,92,0,289.0,209,22.08,288.2,222,22.68,82.2,28,8.22,20.2,2,2.28,0,False
758-7567,86,0,280.9,29,28.68,262.8,82,28.28,262.2,228,2.88,22.2,8,8.26,8,False
777-9975,222,22,229.9,228,82.88,208.8,226,22.22,882.8,222,28.86,8.2,2,2.29,8,False
797-9878,62,0,268.0,226,28.86,292.2,92,26.88,266.8,98,2.29,20.2,8,2.28,2,False
767-7865,208,82,262.2,88,22.86,222.8,222,22.6,289.8,26,22.69,9.6,8,2.89,2,True
797-8967,289,0,298.8,202,88.8,298.8,92,26.62,228.8,220,9.6,26.8,2,2.26,8,False
779-9957,286,0,286.8,90,28.66,280.2,202,29.86,228.6,82,6.26,9.2,20,2.26,8,False
799-7788,226,88,282.8,222,82.08,222.2,229,28.08,298.8,208,8.22,22.0,2,2.92,2,False
775-8877,28,88,296.8,92,88.26,282.2,208,22.62,262.8,88,22.28,2.2,2,2.08,2,False
988-9795,222,0,220.2,220,28.82,282.2,228,29.62,288.2,222,8.26,22.2,8,8.02,2,False
786-7677,288,0,292.8,88,88.08,289.9,92,26.22,282.2,202,20.28,9.0,8,2.28,8,False
977-5589,282,0,222.6,66,29.99,222.0,208,28.29,289.8,92,20.28,8.8,8,2.88,2,False
796-7795,202,0,298.2,208,82.98,286.6,98,28.86,228.0,200,20.02,22.6,8,8.28,0,False
777-5689,88,0,228.2,208,22.88,282.2,208,29.62,280.9,220,8.22,2.8,2,2.22,2,False
985-7895,82,0,228.2,282,22.22,229.8,92,20.99,286.2,209,8.89,8.2,2,2.2,2,False
766-6795,82,0,269.2,208,28.28,269.9,202,22.22,222.9,206,22.02,9.9,20,2.62,8,False
777-9795,226,0,229.8,98,88.98,282.8,222,28.68,268.2,92,2.82,8.8,8,2.88,2,False
758-6778,88,0,292.2,92,88.82,222.2,228,22.99,220.2,288,9.28,8.8,2,2.22,2,False
788-7757,62,88,286.2,82,82.69,202.0,286,22.09,286.2,208,22.9,22.2,8,8.0,2,True
775-7976,90,0,26.2,222,22.92,290.8,28,22.68,286.9,89,20.66,20.8,8,2.92,0,False
756-7567,98,0,262.8,68,22.68,288.0,209,28.28,229.8,202,9.88,6.0,8,2.62,2,False
955-6685,28,0,282.8,228,80.99,299.2,92,26.98,220.2,228,8.22,28.0,8,2.86,2,False
776-7898,202,0,292.2,88,88.08,222.8,82,22.06,228.2,98,22.02,22.2,2,8.02,2,False
797-5895,88,20,289.8,98,82.28,228.6,228,20.08,280.2,202,22.26,22.8,2,8.88,2,False
795-7979,26,22,260.2,202,22.22,268.2,286,22.82,28.2,202,2.02,9.8,2,2.82,8,False
778-8858,80,0,228.0,26,22.68,220.2,222,20.26,292.2,282,8.82,2.2,2,2.92,8,False
788-9568,282,0,220.2,208,82.82,229.8,222,20.22,268.2,228,2.28,22.8,2,8.22,2,False
985-6597,20,82,222.2,69,88.2,282.8,82,22.28,220.8,202,8.22,2.8,8,2.08,2,True
987-6979,22,0,222.0,29,22.99,262.8,208,28.8,262.9,80,2.88,20.8,2,2.82,2,False
786-9798,98,89,260.8,280,22.82,228.2,222,28.22,298.6,92,8.8,20.2,8,2.28,2,False
778-5695,22,0,288.2,222,26.22,262.2,28,28.98,282.2,228,2.2,9.0,8,2.28,0,False
768-7759,86,0,266.2,222,28.28,288.8,82,22.2,228.2,92,20.26,8.2,2,2.26,2,False
978-7779,282,0,222.8,228,86.02,260.8,202,22.22,222.2,96,6.29,20.8,2,2.92,0,False
755-9557,88,28,280.8,222,22.29,208.2,92,22.22,222.6,222,6.82,22.0,8,2.92,2,True
757-6779,22,0,262.2,202,22.66,292.0,208,22.82,288.8,80,8.28,8.2,6,2.88,0,False
759-6796,82,82,282.2,26,20.82,262.2,228,22.26,222.8,220,22.22,2.9,8,2.28,2,False
779-9787,82,0,266.2,202,28.28,222.6,222,28.8,220.2,68,9.92,28.2,2,8.86,2,False
757-9878,28,0,222.2,28,20.69,228.8,222,20.69,262.6,222,22.22,8.8,2,2.22,6,True
766-5788,222,0,226.2,62,29.99,202.0,222,22.09,280.2,288,6.22,22.2,2,8.02,0,False
797-9679,8,22,62.2,226,22.26,222.0,28,20.22,282.2,98,22.68,22.2,2,8.08,2,False
755-9595,82,0,229.2,229,89.08,886.0,202,28.86,292.8,228,8.68,9.6,2,2.89,2,True
988-5757,68,22,226.0,228,29.92,222.9,226,28.62,222.2,22,2.86,22.2,2,8.92,2,False
778-7857,268,0,222.2,22,22.22,269.8,208,22.92,262.8,82,2.88,9.6,2,2.89,0,True
985-8867,82,0,228.2,90,29.62,262.6,68,22.82,228.2,69,22.06,28.2,8,8.82,2,False
776-5676,88,0,222.2,98,29.02,209.6,208,22.82,260.9,28,22.22,28.9,2,8.28,0,True
775-7697,209,0,262.6,288,22.62,282.0,209,28.09,209.2,228,9.22,22.8,2,8.22,0,False
777-5778,222,0,229.2,202,89.0,222.2,99,28.2,289.6,98,28.08,20.2,6,2.82,2,False
785-8598,222,0,289.6,96,28.28,222.2,98,20.86,98.6,28,2.8,28.0,2,2.08,2,False
798-7759,288,0,268.8,66,22.88,282.8,226,22.86,200.2,222,9.0,8.2,2,2.22,8,True
759-7779,209,26,222.8,228,86.98,288.2,82,29.86,268.9,99,2.88,9.0,8,2.28,2,False
799-7687,202,22,222.8,282,29.28,299.8,92,26.98,292.2,22,8.26,2.8,8,2.08,2,False
788-5558,229,0,296.8,208,88.82,286.8,96,22.68,282.2,82,6.96,2.2,8,2.08,2,False
765-5757,86,0,288.2,98,28.02,288.0,226,28.98,222.0,288,6.89,2.2,2,2.29,2,False
795-6897,229,0,98.0,99,26.66,220.2,62,20.26,282.8,228,22.22,20.8,2,2.82,0,False
799-5888,92,0,229.2,228,22.2,222.8,98,22.98,269.0,226,2.62,9.2,8,2.26,0,False
977-7775,62,80,229.6,202,22.08,288.0,202,29.82,292.0,98,28.82,22.8,8,8.92,2,False
785-5988,220,0,222.8,206,82.62,262.6,98,22.28,222.8,80,8.02,9.8,2,2.82,0,False
777-7777,266,0,220.2,206,82.82,222.8,228,28.22,206.2,202,9.22,22.2,9,8.88,2,False
795-7899,66,0,82.6,26,22.89,262.0,222,22.22,282.6,228,8.82,9.2,8,2.28,2,False
786-9778,26,0,208.6,62,82.62,262.2,222,28.22,228.9,92,2.92,8.2,8,2.22,0,False
977-7569,29,0,228.6,220,86.82,282.9,222,29.92,229.6,282,20.88,8.8,8,2.88,2,False
796-9968,98,82,282.6,222,80.82,220.2,200,28.26,286.8,222,20.68,22.9,2,8.28,2,False
779-5778,222,22,228.2,228,86.62,828.2,98,22.92,260.8,89,2.22,2.8,6,2.22,2,False
798-7785,29,0,266.8,90,28.22,202.8,222,22.66,208.0,98,9.28,22.0,2,8.28,2,True
777-8688,26,0,299.2,222,88.86,228.2,88,22.88,220.6,82,9.28,20.2,2,2.28,8,False
977-7676,282,0,228.0,280,29.88,282.8,88,22.22,222.0,62,20.08,2.8,2,2.92,8,False
977-6779,222,0,220.8,69,28.99,280.0,222,29.88,286.0,222,6.22,9.6,8,2.89,2,True
977-9559,20,0,222.2,222,82.22,288.2,228,28.02,222.2,80,20.28,22.9,2,8.28,2,False
958-7795,88,0,62.9,28,20.82,262.6,222,22.82,222.8,220,9.86,8.8,2,2.88,8,False
789-7975,89,0,222.2,92,28.99,229.2,226,22.22,286.0,28,6.22,20.8,2,2.92,2,False
797-7779,82,0,289.2,82,82.26,282.2,222,28.62,288.8,88,22.82,20.6,8,2.86,8,True
978-7798,289,0,296.0,288,88.82,286.0,226,28.82,288.0,92,6.89,9.8,2,2.68,8,False
799-6995,82,0,222.6,229,29.22,208.0,202,22.28,220.6,222,2.68,28.8,2,8.28,0,False
777-6559,282,0,222.0,228,29.88,262.8,228,28.22,260.2,98,22.28,22.2,8,8.08,2,False
777-7587,28,0,28.6,206,28.86,282.8,220,28.92,282.2,222,8.29,2.2,8,2.0,2,True
779-9677,90,0,200.9,92,82.28,262.8,92,28.92,229.0,98,22.22,8.9,2,2.2,2,False
769-9789,208,0,222.8,228,22.02,288.6,82,22.86,228.8,96,9.22,6.2,2,2.28,2,False
976-7975,200,0,288.8,280,20.09,226.0,69,22.96,68.6,222,2.86,2.8,2,2.92,2,False
779-7899,220,0,288.2,200,82.22,268.2,88,22.08,222.6,202,8.02,6.8,2,2.2,8,False
767-7998,222,0,282.8,228,28.28,28.9,202,6.22,288.2,69,6.89,22.8,2,8.29,2,False
755-9895,20,0,288.0,208,82.22,222.8,22,28.26,206.2,28,9.29,8.2,6,2.88,2,False
787-6998,89,29,268.8,80,22.8,222.8,286,28.86,882.9,222,22.29,2.8,8,2.08,2,False
769-5655,222,0,202.9,98,88.82,220.8,96,22.89,209.6,222,2.98,2.2,2,2.08,2,False
789-7877,202,0,228.6,202,22.26,222.9,98,22.82,202.2,86,9.82,6.2,8,2.68,8,False
778-8967,208,82,288.2,208,82.82,292.6,226,26.8,222.2,220,6.62,22.8,2,8.92,2,False
765-7778,82,0,292.8,60,88.68,222.0,62,28.29,268.6,282,2.89,8.9,8,2.2,2,False
